Feature	DNAPrevalence	RNAPrevalence	ProteinPrevalence	EC	Description	MinimumPrevalence	Selected
2.8.1.2: 3-mercaptopyruvate sulfurtransferase	0.42473118279569894	0.1881720430107527	0.0	2.8.1.2	3-mercaptopyruvate sulfurtransferase	0.0	False
2.8.1.4: tRNA sulfurtransferase	0.9946236559139785	0.9731182795698925	0.021505376344086023	2.8.1.4	tRNA sulfurtransferase	0.021505376344086023	False
2.8.1.6: Biotin synthase	0.9946236559139785	0.9516129032258065	0.016129032258064516	2.8.1.6	Biotin synthase	0.016129032258064516	False
2.8.1.7: Cysteine desulfurase	0.9946236559139785	0.9946236559139785	0.03763440860215054	2.8.1.7	Cysteine desulfurase	0.03763440860215054	False
2.8.1.8: Lipoyl synthase	0.989247311827957	0.978494623655914	0.0	2.8.1.8	Lipoyl synthase	0.0	False
2.8.3.10: Citrate CoA-transferase	0.8279569892473119	0.1827956989247312	0.016129032258064516	2.8.3.10	Citrate CoA-transferase	0.016129032258064516	False
2.8.3.16: Formyl-CoA transferase	0.7473118279569892	0.20967741935483872	0.010752688172043012	2.8.3.16	Formyl-CoA transferase	0.010752688172043012	False
2.8.3.19: CoA:oxalate CoA-transferase	0.44623655913978494	0.026881720430107527	0.0	2.8.3.19	CoA:oxalate CoA-transferase	0.0	False
2.8.3.21: L-carnitine CoA-transferase	0.46236559139784944	0.07526881720430108	0.005376344086021506	2.8.3.21	L-carnitine CoA-transferase	0.005376344086021506	False
2.8.3.8: Acetate CoA-transferase	0.989247311827957	0.9193548387096774	0.11290322580645161	2.8.3.8	Acetate CoA-transferase	0.11290322580645161	True
2.8.4.1: Coenzyme-B sulfoethylthiotransferase	0.043010752688172046	0.06989247311827956	0.016129032258064516	2.8.4.1	Coenzyme-B sulfoethylthiotransferase	0.016129032258064516	False
2.8.4.3: tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	0.9946236559139785	0.989247311827957	0.0967741935483871	2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	0.0967741935483871	False
2.8.4.4: [Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase	0.9946236559139785	0.9946236559139785	0.03763440860215054	2.8.4.4	[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase	0.03763440860215054	False
2.9.1.1: L-seryl-tRNA(Sec) selenium transferase	0.978494623655914	0.7956989247311828	0.0	2.9.1.1	L-seryl-tRNA(Sec) selenium transferase	0.0	False
3.1.1.11: Pectinesterase	0.989247311827957	0.9731182795698925	0.16129032258064516	3.1.1.11	Pectinesterase	0.16129032258064516	True
3.1.1.29: Aminoacyl-tRNA hydrolase	0.9946236559139785	0.9838709677419355	0.0	3.1.1.29	Aminoacyl-tRNA hydrolase	0.0	False
3.1.1.31: 6-phosphogluconolactonase	0.9731182795698925	0.7526881720430108	0.026881720430107527	3.1.1.31	6-phosphogluconolactonase	0.026881720430107527	False
3.1.1.32: Phospholipase A(1)	0.5	0.14516129032258066	0.005376344086021506	3.1.1.32	Phospholipase A(1)	0.005376344086021506	False
3.1.1.3: Triacylglycerol lipase	0.20967741935483872	0.026881720430107527	0.0	3.1.1.3	Triacylglycerol lipase	0.0	False
3.1.1.45: Carboxymethylenebutenolidase	0.45698924731182794	0.13978494623655913	0.010752688172043012	3.1.1.45	Carboxymethylenebutenolidase	0.010752688172043012	False
3.1.1.4: Phospholipase A(2)	0.5268817204301075	0.13978494623655913	0.005376344086021506	3.1.1.4	Phospholipase A(2)	0.005376344086021506	False
3.1.1.53: Sialate O-acetylesterase	0.11290322580645161	0.021505376344086023	0.0	3.1.1.53	Sialate O-acetylesterase	0.0	False
3.1.1.5: Lysophospholipase	0.8709677419354839	0.3655913978494624	0.010752688172043012	3.1.1.5	Lysophospholipase	0.010752688172043012	False
3.1.1.61: Protein-glutamate methylesterase	0.989247311827957	0.8387096774193549	0.0	3.1.1.61	Protein-glutamate methylesterase	0.0	False
3.1.1.96: D-aminoacyl-tRNA deacylase	0.9946236559139785	0.989247311827957	0.010752688172043012	3.1.1.96	D-aminoacyl-tRNA deacylase	0.010752688172043012	False
3.1.11.5: Exodeoxyribonuclease V	0.946236559139785	0.7150537634408602	0.005376344086021506	3.1.11.5	Exodeoxyribonuclease V	0.005376344086021506	False
3.1.11.6: Exodeoxyribonuclease VII	0.9946236559139785	0.9946236559139785	0.005376344086021506	3.1.11.6	Exodeoxyribonuclease VII	0.005376344086021506	False
3.1.13.1: Exoribonuclease II	0.989247311827957	0.989247311827957	0.1827956989247312	3.1.13.1	Exoribonuclease II	0.1827956989247312	True
3.1.21.1: Deoxyribonuclease I	0.42473118279569894	0.06989247311827956	0.0	3.1.21.1	Deoxyribonuclease I	0.0	False
3.1.21.2: Deoxyribonuclease IV	0.989247311827957	0.989247311827957	0.03225806451612903	3.1.21.2	Deoxyribonuclease IV	0.03225806451612903	False
3.1.21.3: Type I site-specific deoxyribonuclease	0.989247311827957	0.8763440860215054	0.021505376344086023	3.1.21.3	Type I site-specific deoxyribonuclease	0.021505376344086023	False
3.1.21.4: Type II site-specific deoxyribonuclease	0.9731182795698925	0.3817204301075269	0.0	3.1.21.4	Type II site-specific deoxyribonuclease	0.0	False
3.1.26.11: Ribonuclease Z	0.989247311827957	0.9838709677419355	0.010752688172043012	3.1.26.11	Ribonuclease Z	0.010752688172043012	False
3.1.26.12: Ribonuclease E	0.7419354838709677	0.6075268817204301	0.026881720430107527	3.1.26.12	Ribonuclease E	0.026881720430107527	False
3.1.26.3: Ribonuclease III	0.9946236559139785	0.989247311827957	0.05913978494623656	3.1.26.3	Ribonuclease III	0.05913978494623656	False
3.1.26.4: Ribonuclease H	0.9946236559139785	0.989247311827957	0.0	3.1.26.4	Ribonuclease H	0.0	False
3.1.26.5: Ribonuclease P	0.989247311827957	0.989247311827957	0.0	3.1.26.5	Ribonuclease P	0.0	False
3.1.3.10: Glucose-1-phosphatase	0.6666666666666666	0.34946236559139787	0.016129032258064516	3.1.3.10	Glucose-1-phosphatase	0.016129032258064516	False
3.1.3.11: Fructose-bisphosphatase	0.9946236559139785	0.989247311827957	0.03763440860215054	3.1.3.11	Fructose-bisphosphatase	0.03763440860215054	False
3.1.3.16: Protein-serine/threonine phosphatase	0.989247311827957	0.8387096774193549	0.0	3.1.3.16	Protein-serine/threonine phosphatase	0.0	False
3.1.3.1: Alkaline phosphatase	0.9086021505376344	0.6989247311827957	0.016129032258064516	3.1.3.1	Alkaline phosphatase	0.016129032258064516	False
3.1.3.23: Sugar-phosphatase	0.5053763440860215	0.3010752688172043	0.0	3.1.3.23	Sugar-phosphatase	0.0	False
3.1.3.25: Inositol-phosphate phosphatase	0.9731182795698925	0.8817204301075269	0.0	3.1.3.25	Inositol-phosphate phosphatase	0.0	False
3.1.3.2: Acid phosphatase	0.9623655913978495	0.6774193548387096	0.03225806451612903	3.1.3.2	Acid phosphatase	0.03225806451612903	False
3.1.3.3: Phosphoserine phosphatase	0.9623655913978495	0.3548387096774194	0.010752688172043012	3.1.3.3	Phosphoserine phosphatase	0.010752688172043012	False
3.1.3.41: 4-nitrophenylphosphatase	0.6989247311827957	0.45161290322580644	0.0	3.1.3.41	4-nitrophenylphosphatase	0.0	False
3.1.3.48: Protein-tyrosine-phosphatase	0.9946236559139785	0.9139784946236559	0.0	3.1.3.48	Protein-tyrosine-phosphatase	0.0	False
3.1.3.5: 5'-nucleotidase	0.9946236559139785	0.989247311827957	0.005376344086021506	3.1.3.5	5'-nucleotidase	0.005376344086021506	False
3.1.3.6: 3'-nucleotidase	0.521505376344086	0.1881720430107527	0.005376344086021506	3.1.3.6	3'-nucleotidase	0.005376344086021506	False
3.1.3.89: 5'-deoxynucleotidase	0.5591397849462365	0.12365591397849462	0.0	3.1.3.89	5'-deoxynucleotidase	0.0	False
3.1.4.16: 2',3'-cyclic-nucleotide 2'-phosphodiesterase	0.7311827956989247	0.3333333333333333	0.005376344086021506	3.1.4.16	2',3'-cyclic-nucleotide 2'-phosphodiesterase	0.005376344086021506	False
3.1.4.46: Glycerophosphodiester phosphodiesterase	0.9946236559139785	0.8763440860215054	0.021505376344086023	3.1.4.46	Glycerophosphodiester phosphodiesterase	0.021505376344086023	False
3.1.4.55: Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	0.34408602150537637	0.043010752688172046	0.0	3.1.4.55	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	0.0	False
3.1.7.2: Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	0.7956989247311828	0.4032258064516129	0.005376344086021506	3.1.7.2	Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	0.005376344086021506	False
3.11.1.1: Phosphonoacetaldehyde hydrolase	0.9838709677419355	0.510752688172043	0.0	3.11.1.1	Phosphonoacetaldehyde hydrolase	0.0	False
3.2.1.10: Oligo-1,6-glucosidase	0.9623655913978495	0.45698924731182794	0.016129032258064516	3.2.1.10	Oligo-1,6-glucosidase	0.016129032258064516	False
3.2.1.122: Maltose-6'-phosphate glucosidase	0.8817204301075269	0.3333333333333333	0.05913978494623656	3.2.1.122	Maltose-6'-phosphate glucosidase	0.05913978494623656	False
3.2.1.131: Xylan alpha-1,2-glucuronosidase	0.8602150537634409	0.7096774193548387	0.010752688172043012	3.2.1.131	Xylan alpha-1,2-glucuronosidase	0.010752688172043012	False
3.2.1.14: Chitinase	0.1827956989247312	0.13978494623655913	0.021505376344086023	3.2.1.14	Chitinase	0.021505376344086023	False
3.2.1.151: Xyloglucan-specific endo-beta-1,4-glucanase	0.7311827956989247	0.27956989247311825	0.010752688172043012	3.2.1.151	Xyloglucan-specific endo-beta-1,4-glucanase	0.010752688172043012	False
3.2.1.177: Alpha-D-xyloside xylohydrolase	0.3870967741935484	0.053763440860215055	0.016129032258064516	3.2.1.177	Alpha-D-xyloside xylohydrolase	0.016129032258064516	False
3.2.1.178: Beta-porphyranase	0.043010752688172046	0.005376344086021506	0.0	3.2.1.178	Beta-porphyranase	0.0	False
3.2.1.17: Lysozyme	0.989247311827957	0.7204301075268817	0.005376344086021506	3.2.1.17	Lysozyme	0.005376344086021506	False
3.2.1.1: Alpha-amylase	0.989247311827957	0.9516129032258065	0.20430107526881722	3.2.1.1	Alpha-amylase	0.20430107526881722	True
3.2.1.20: Alpha-glucosidase	0.9946236559139785	0.8978494623655914	0.04838709677419355	3.2.1.20	Alpha-glucosidase	0.04838709677419355	False
3.2.1.21: Beta-glucosidase	0.9946236559139785	0.956989247311828	0.17204301075268819	3.2.1.21	Beta-glucosidase	0.17204301075268819	True
3.2.1.22: Alpha-galactosidase	0.989247311827957	0.989247311827957	0.11290322580645161	3.2.1.22	Alpha-galactosidase	0.11290322580645161	True
3.2.1.23: Beta-galactosidase	0.9946236559139785	0.989247311827957	0.4032258064516129	3.2.1.23	Beta-galactosidase	0.4032258064516129	True
3.2.1.25: Beta-mannosidase	0.8333333333333334	0.6774193548387096	0.0	3.2.1.25	Beta-mannosidase	0.0	False
3.2.1.26: Beta-fructofuranosidase	0.989247311827957	0.9516129032258065	0.005376344086021506	3.2.1.26	Beta-fructofuranosidase	0.005376344086021506	False
3.2.1.28: Alpha,alpha-trehalase	0.553763440860215	0.26344086021505375	0.005376344086021506	3.2.1.28	Alpha,alpha-trehalase	0.005376344086021506	False
3.2.1.31: Beta-glucuronidase	0.9838709677419355	0.6881720430107527	0.005376344086021506	3.2.1.31	Beta-glucuronidase	0.005376344086021506	False
3.2.1.35: Hyaluronoglucosaminidase	0.16666666666666666	0.08064516129032258	0.026881720430107527	3.2.1.35	Hyaluronoglucosaminidase	0.026881720430107527	False
3.2.1.37: Xylan 1,4-beta-xylosidase	0.9731182795698925	0.5591397849462365	0.026881720430107527	3.2.1.37	Xylan 1,4-beta-xylosidase	0.026881720430107527	False
3.2.1.3: Glucan 1,4-alpha-glucosidase	0.23655913978494625	0.03763440860215054	0.23118279569892472	3.2.1.3	Glucan 1,4-alpha-glucosidase	0.03763440860215054	False
3.2.1.41: Pullulanase	0.978494623655914	0.7258064516129032	0.026881720430107527	3.2.1.41	Pullulanase	0.026881720430107527	False
3.2.1.49: Alpha-N-acetylgalactosaminidase	0.7634408602150538	0.532258064516129	0.0	3.2.1.49	Alpha-N-acetylgalactosaminidase	0.0	False
3.2.1.4: Cellulase	0.989247311827957	0.8709677419354839	0.026881720430107527	3.2.1.4	Cellulase	0.026881720430107527	False
3.2.1.51: Alpha-L-fucosidase	0.9623655913978495	0.7096774193548387	0.016129032258064516	3.2.1.51	Alpha-L-fucosidase	0.016129032258064516	False
3.2.1.52: Beta-N-acetylhexosaminidase	0.9946236559139785	0.9838709677419355	0.20430107526881722	3.2.1.52	Beta-N-acetylhexosaminidase	0.20430107526881722	True
3.2.1.54: Cyclomaltodextrinase	0.3279569892473118	0.08602150537634409	0.010752688172043012	3.2.1.54	Cyclomaltodextrinase	0.010752688172043012	False
3.2.1.55: Non-reducing end alpha-L-arabinofuranosidase	0.989247311827957	0.8440860215053764	0.11290322580645161	3.2.1.55	Non-reducing end alpha-L-arabinofuranosidase	0.11290322580645161	True
3.2.1.65: Levanase	0.8870967741935484	0.6774193548387096	0.016129032258064516	3.2.1.65	Levanase	0.016129032258064516	False
3.2.1.78: Mannan endo-1,4-beta-mannosidase	0.6774193548387096	0.2849462365591398	0.005376344086021506	3.2.1.78	Mannan endo-1,4-beta-mannosidase	0.005376344086021506	False
3.2.1.80: Fructan beta-fructosidase	0.016129032258064516	0.0	0.14516129032258066	3.2.1.80	Fructan beta-fructosidase	0.0	False
3.2.1.81: Beta-agarase	0.043010752688172046	0.0	0.0	3.2.1.81	Beta-agarase	0.0	False
3.2.1.85: 6-phospho-beta-galactosidase	0.6774193548387096	0.1935483870967742	0.016129032258064516	3.2.1.85	6-phospho-beta-galactosidase	0.016129032258064516	False
3.2.1.86: 6-phospho-beta-glucosidase	0.9946236559139785	0.6881720430107527	0.0913978494623656	3.2.1.86	6-phospho-beta-glucosidase	0.0913978494623656	False
3.2.1.89: Arabinogalactan endo-beta-1,4-galactanase	0.978494623655914	0.946236559139785	0.08064516129032258	3.2.1.89	Arabinogalactan endo-beta-1,4-galactanase	0.08064516129032258	False
3.2.1.8: Endo-1,4-beta-xylanase	0.9946236559139785	0.9247311827956989	0.26344086021505375	3.2.1.8	Endo-1,4-beta-xylanase	0.26344086021505375	True
3.2.1.93: Alpha,alpha-phosphotrehalase	0.9623655913978495	0.27419354838709675	0.0	3.2.1.93	Alpha,alpha-phosphotrehalase	0.0	False
3.2.1.n1: Blood group B branched chain alpha-1,3-galactosidase	0.9247311827956989	0.8870967741935484	0.03763440860215054	3.2.1.n1	Blood group B branched chain alpha-1,3-galactosidase	0.03763440860215054	False
3.2.1.n2: Blood group B linear chain alpha-1,3-galactosidase	0.9247311827956989	0.8870967741935484	0.03763440860215054	3.2.1.n2	Blood group B linear chain alpha-1,3-galactosidase	0.03763440860215054	False
3.2.2.23: DNA-formamidopyrimidine glycosylase	0.9301075268817204	0.6075268817204301	0.005376344086021506	3.2.2.23	DNA-formamidopyrimidine glycosylase	0.005376344086021506	False
3.2.2.27: Uracil-DNA glycosylase	0.9946236559139785	0.989247311827957	0.04838709677419355	3.2.2.27	Uracil-DNA glycosylase	0.04838709677419355	False
3.2.2.9: Adenosylhomocysteine nucleosidase	0.989247311827957	0.978494623655914	0.08064516129032258	3.2.2.9	Adenosylhomocysteine nucleosidase	0.08064516129032258	False
3.3.1.1: Adenosylhomocysteinase	0.989247311827957	0.9731182795698925	0.11827956989247312	3.3.1.1	Adenosylhomocysteinase	0.11827956989247312	True
3.3.2.6: Leukotriene-A(4) hydrolase	0.0	0.0	0.0	3.3.2.6	Leukotriene-A(4) hydrolase	0.0	False
3.4.11.10: Bacterial leucyl aminopeptidase	0.543010752688172	0.25268817204301075	0.17204301075268819	3.4.11.10	Bacterial leucyl aminopeptidase	0.17204301075268819	True
3.4.11.18: Methionyl aminopeptidase	0.9946236559139785	0.9946236559139785	0.1881720430107527	3.4.11.18	Methionyl aminopeptidase	0.1881720430107527	True
3.4.11.19: D-stereospecific aminopeptidase	0.8548387096774194	0.46774193548387094	0.010752688172043012	3.4.11.19	D-stereospecific aminopeptidase	0.010752688172043012	False
3.4.11.1: Leucyl aminopeptidase	0.6451612903225806	0.3010752688172043	0.1881720430107527	3.4.11.1	Leucyl aminopeptidase	0.1881720430107527	True
3.4.11.21: Aspartyl aminopeptidase	0.0	0.005376344086021506	0.0	3.4.11.21	Aspartyl aminopeptidase	0.0	False
3.4.11.23: PepB aminopeptidase	0.6935483870967742	0.3602150537634409	0.005376344086021506	3.4.11.23	PepB aminopeptidase	0.005376344086021506	False
3.4.11.2: Membrane alanyl aminopeptidase	0.7956989247311828	0.46774193548387094	0.0	3.4.11.2	Membrane alanyl aminopeptidase	0.0	False
3.4.11.4: Tripeptide aminopeptidase	0.9946236559139785	0.9946236559139785	0.5698924731182796	3.4.11.4	Tripeptide aminopeptidase	0.5698924731182796	True
3.4.11.5: Prolyl aminopeptidase	0.7526881720430108	0.3709677419354839	0.016129032258064516	3.4.11.5	Prolyl aminopeptidase	0.016129032258064516	False
3.4.11.7: Glutamyl aminopeptidase	0.4731182795698925	0.15591397849462366	0.0	3.4.11.7	Glutamyl aminopeptidase	0.0	False
3.4.11.9: Xaa-Pro aminopeptidase	0.9946236559139785	0.9354838709677419	0.0967741935483871	3.4.11.9	Xaa-Pro aminopeptidase	0.0967741935483871	False
3.4.13.18: Cytosol nonspecific dipeptidase	0.5	0.34946236559139787	0.04838709677419355	3.4.13.18	Cytosol nonspecific dipeptidase	0.04838709677419355	False
3.4.13.19: Membrane dipeptidase	0.9247311827956989	0.489247311827957	0.0	3.4.13.19	Membrane dipeptidase	0.0	False
3.4.13.20: Beta-Ala-His dipeptidase	0.7043010752688172	0.4946236559139785	0.005376344086021506	3.4.13.20	Beta-Ala-His dipeptidase	0.005376344086021506	False
3.4.13.21: Dipeptidase E	0.8225806451612904	0.6451612903225806	0.016129032258064516	3.4.13.21	Dipeptidase E	0.016129032258064516	False
3.4.13.22: D-Ala-D-Ala dipeptidase	0.989247311827957	0.8494623655913979	0.0	3.4.13.22	D-Ala-D-Ala dipeptidase	0.0	False
3.4.13.3: Transferred entry: 3.4.13.18 and 3.4.13.20	0.9193548387096774	0.7150537634408602	0.005376344086021506	3.4.13.3	Transferred entry: 3.4.13.18 and 3.4.13.20	0.005376344086021506	False
3.4.13.9: Xaa-Pro dipeptidase	0.6236559139784946	0.25268817204301075	0.03225806451612903	3.4.13.9	Xaa-Pro dipeptidase	0.03225806451612903	False
3.4.14.5: Dipeptidyl-peptidase IV	0.8064516129032258	0.5161290322580645	0.0	3.4.14.5	Dipeptidyl-peptidase IV	0.0	False
3.4.15.5: Peptidyl-dipeptidase Dcp	0.5591397849462365	0.43548387096774194	0.0	3.4.15.5	Peptidyl-dipeptidase Dcp	0.0	False
3.4.16.4: Serine-type D-Ala-D-Ala carboxypeptidase	0.9946236559139785	0.9731182795698925	0.010752688172043012	3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	0.010752688172043012	False
3.4.17.19: Carboxypeptidase Taq	0.9623655913978495	0.7043010752688172	0.0	3.4.17.19	Carboxypeptidase Taq	0.0	False
3.4.19.13: Glutathione hydrolase	0.4731182795698925	0.10215053763440861	0.0	3.4.19.13	Glutathione hydrolase	0.0	False
3.4.19.1: Acylaminoacyl-peptidase	0.08602150537634409	0.005376344086021506	0.0	3.4.19.1	Acylaminoacyl-peptidase	0.0	False
3.4.19.3: Pyroglutamyl-peptidase I	0.956989247311828	0.42473118279569894	0.11290322580645161	3.4.19.3	Pyroglutamyl-peptidase I	0.11290322580645161	True
3.4.21.102: C-terminal processing peptidase	0.989247311827957	0.967741935483871	0.005376344086021506	3.4.21.102	C-terminal processing peptidase	0.005376344086021506	False
3.4.21.107: Peptidase Do	0.5268817204301075	0.24731182795698925	0.0	3.4.21.107	Peptidase Do	0.0	False
3.4.21.26: Prolyl oligopeptidase	0.0913978494623656	0.010752688172043012	0.0	3.4.21.26	Prolyl oligopeptidase	0.0	False
3.4.21.53: Endopeptidase La	0.9731182795698925	0.9623655913978495	0.1774193548387097	3.4.21.53	Endopeptidase La	0.1774193548387097	True
3.4.21.83: Oligopeptidase B	0.5698924731182796	0.08602150537634409	0.005376344086021506	3.4.21.83	Oligopeptidase B	0.005376344086021506	False
3.4.21.88: Repressor LexA	0.989247311827957	0.9731182795698925	0.0	3.4.21.88	Repressor LexA	0.0	False
3.4.21.89: Signal peptidase I	0.989247311827957	0.989247311827957	0.021505376344086023	3.4.21.89	Signal peptidase I	0.021505376344086023	False
3.4.21.92: Endopeptidase Clp	0.989247311827957	0.989247311827957	0.45161290322580644	3.4.21.92	Endopeptidase Clp	0.45161290322580644	True
3.4.22.40: Bleomycin hydrolase	0.6989247311827957	0.45698924731182794	0.0	3.4.22.40	Bleomycin hydrolase	0.0	False
3.4.23.43: Prepilin peptidase	0.8817204301075269	0.25806451612903225	0.0	3.4.23.43	Prepilin peptidase	0.0	False
3.4.23.49: Omptin	0.3709677419354839	0.06989247311827956	0.0	3.4.23.49	Omptin	0.0	False
3.4.24.11: Neprilysin	0.005376344086021506	0.005376344086021506	0.0	3.4.24.11	Neprilysin	0.0	False
3.4.24.70: Oligopeptidase A	0.45161290322580644	0.3010752688172043	0.005376344086021506	3.4.24.70	Oligopeptidase A	0.005376344086021506	False
3.4.25.1: Proteasome endopeptidase complex	0.15053763440860216	0.10752688172043011	0.0	3.4.25.1	Proteasome endopeptidase complex	0.0	False
3.4.25.2: HslU--HslV peptidase	0.8387096774193549	0.5483870967741935	0.0	3.4.25.2	HslU--HslV peptidase	0.0	False
3.5.1.10: Formyltetrahydrofolate deformylase	0.989247311827957	0.9139784946236559	0.0	3.5.1.10	Formyltetrahydrofolate deformylase	0.0	False
3.5.1.11: Penicillin amidase	0.9408602150537635	0.6397849462365591	0.0	3.5.1.11	Penicillin amidase	0.0	False
3.5.1.14: N-acyl-aliphatic-L-amino acid amidohydrolase	0.946236559139785	0.6236559139784946	0.0	3.5.1.14	N-acyl-aliphatic-L-amino acid amidohydrolase	0.0	False
3.5.1.18: Succinyl-diaminopimelate desuccinylase	0.9838709677419355	0.8387096774193549	0.6021505376344086	3.5.1.18	Succinyl-diaminopimelate desuccinylase	0.6021505376344086	True
3.5.1.1: Asparaginase	0.989247311827957	0.9838709677419355	0.05913978494623656	3.5.1.1	Asparaginase	0.05913978494623656	False
3.5.1.23: Ceramidase	0.016129032258064516	0.005376344086021506	0.0	3.5.1.23	Ceramidase	0.0	False
3.5.1.24: Choloylglycine hydrolase	0.9731182795698925	0.8387096774193549	0.0	3.5.1.24	Choloylglycine hydrolase	0.0	False
3.5.1.25: N-acetylglucosamine-6-phosphate deacetylase	0.9946236559139785	0.989247311827957	0.3817204301075269	3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase	0.3817204301075269	True
3.5.1.26: N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	0.11290322580645161	0.005376344086021506	0.0	3.5.1.26	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	0.0	False
3.5.1.28: N-acetylmuramoyl-L-alanine amidase	0.989247311827957	0.956989247311828	0.021505376344086023	3.5.1.28	N-acetylmuramoyl-L-alanine amidase	0.021505376344086023	False
3.5.1.2: Glutaminase	0.989247311827957	0.9838709677419355	0.16129032258064516	3.5.1.2	Glutaminase	0.16129032258064516	True
3.5.1.5: Urease	0.967741935483871	0.5698924731182796	0.005376344086021506	3.5.1.5	Urease	0.005376344086021506	False
3.5.1.87: N-carbamoyl-L-amino-acid hydrolase	0.8225806451612904	0.11827956989247312	0.05913978494623656	3.5.1.87	N-carbamoyl-L-amino-acid hydrolase	0.05913978494623656	False
3.5.1.88: Peptide deformylase	0.989247311827957	0.989247311827957	0.20967741935483872	3.5.1.88	Peptide deformylase	0.20967741935483872	True
3.5.2.10: Creatininase	0.7580645161290323	0.26344086021505375	0.016129032258064516	3.5.2.10	Creatininase	0.016129032258064516	False
3.5.2.17: Hydroxyisourate hydrolase	0.40860215053763443	0.1774193548387097	0.005376344086021506	3.5.2.17	Hydroxyisourate hydrolase	0.005376344086021506	False
3.5.2.2: Dihydropyrimidinase	0.946236559139785	0.40860215053763443	0.005376344086021506	3.5.2.2	Dihydropyrimidinase	0.005376344086021506	False
3.5.2.3: Dihydroorotase	0.9946236559139785	0.989247311827957	0.0967741935483871	3.5.2.3	Dihydroorotase	0.0967741935483871	False
3.5.2.6: Beta-lactamase	0.989247311827957	0.989247311827957	0.03763440860215054	3.5.2.6	Beta-lactamase	0.03763440860215054	False
3.5.2.7: Imidazolonepropionase	0.989247311827957	0.9731182795698925	0.026881720430107527	3.5.2.7	Imidazolonepropionase	0.026881720430107527	False
3.5.3.11: Agmatinase	0.9838709677419355	0.7580645161290323	0.016129032258064516	3.5.3.11	Agmatinase	0.016129032258064516	False
3.5.3.1: Arginase	0.9354838709677419	0.8118279569892473	0.0	3.5.3.1	Arginase	0.0	False
3.5.3.26: (S)-ureidoglycine aminohydrolase	0.43010752688172044	0.08064516129032258	0.0	3.5.3.26	(S)-ureidoglycine aminohydrolase	0.0	False
3.5.3.6: Arginine deiminase	0.9623655913978495	0.8548387096774194	0.08064516129032258	3.5.3.6	Arginine deiminase	0.08064516129032258	False
3.5.4.10: IMP cyclohydrolase	0.9731182795698925	0.8172043010752689	0.40860215053763443	3.5.4.10	IMP cyclohydrolase	0.40860215053763443	True
3.5.4.12: dCMP deaminase	0.967741935483871	0.7956989247311828	0.0	3.5.4.12	dCMP deaminase	0.0	False
3.5.4.13: dCTP deaminase	0.9731182795698925	0.5806451612903226	0.0	3.5.4.13	dCTP deaminase	0.0	False
3.5.4.16: GTP cyclohydrolase I	0.989247311827957	0.9838709677419355	0.10215053763440861	3.5.4.16	GTP cyclohydrolase I	0.10215053763440861	True
3.5.4.1: Cytosine deaminase	0.521505376344086	0.16666666666666666	0.005376344086021506	3.5.4.1	Cytosine deaminase	0.005376344086021506	False
3.5.4.25: GTP cyclohydrolase II	0.8817204301075269	0.3225806451612903	0.005376344086021506	3.5.4.25	GTP cyclohydrolase II	0.005376344086021506	False
3.5.4.27: Methenyltetrahydromethanopterin cyclohydrolase	0.03225806451612903	0.005376344086021506	0.0	3.5.4.27	Methenyltetrahydromethanopterin cyclohydrolase	0.0	False
3.5.4.28: S-adenosylhomocysteine deaminase	0.9838709677419355	0.8870967741935484	0.0	3.5.4.28	S-adenosylhomocysteine deaminase	0.0	False
3.5.4.2: Adenine deaminase	0.9946236559139785	0.967741935483871	0.005376344086021506	3.5.4.2	Adenine deaminase	0.005376344086021506	False
3.5.4.31: S-methyl-5'-thioadenosine deaminase	0.978494623655914	0.8763440860215054	0.0	3.5.4.31	S-methyl-5'-thioadenosine deaminase	0.0	False
3.5.4.33: tRNA(adenine(34)) deaminase	0.989247311827957	0.989247311827957	0.005376344086021506	3.5.4.33	tRNA(adenine(34)) deaminase	0.005376344086021506	False
3.5.4.3: Guanine deaminase	0.8225806451612904	0.42473118279569894	0.0	3.5.4.3	Guanine deaminase	0.0	False
3.5.4.4: Adenosine deaminase	0.9032258064516129	0.34946236559139787	0.0	3.5.4.4	Adenosine deaminase	0.0	False
3.5.4.5: Cytidine deaminase	0.989247311827957	0.8655913978494624	0.08602150537634409	3.5.4.5	Cytidine deaminase	0.08602150537634409	False
3.5.4.9: Methenyltetrahydrofolate cyclohydrolase	0.8709677419354839	0.3333333333333333	0.005376344086021506	3.5.4.9	Methenyltetrahydrofolate cyclohydrolase	0.005376344086021506	False
