Feature	EC	Description	LayerPair	Subjects	SpearmanRho	PValue	QValue	BH05
1.1.1.100: 3-oxoacyl-[acyl-carrier-protein] reductase	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	DNA–RNA	76	0.5227341079972659	1.2726822206557308e-06	8.731706713890187e-06	True
1.1.1.157: 3-hydroxybutyryl-CoA dehydrogenase	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	DNA–RNA	76	0.6577761980755034	1.0777366954548949e-10	2.1864075912560972e-09	True
1.1.1.205: IMP dehydrogenase	1.1.1.205	IMP dehydrogenase	DNA–RNA	76	0.36295283663704714	0.001271438907867464	0.004380634490425455	True
1.1.1.262: 4-hydroxythreonine-4-phosphate dehydrogenase	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase	DNA–RNA	76	0.6007382091592618	9.637346951412981e-09	1.0275495600898435e-07	True
1.1.1.27: L-lactate dehydrogenase	1.1.1.27	L-lactate dehydrogenase	DNA–RNA	76	0.4690362269309638	1.9226395783279893e-05	9.850406670784308e-05	True
1.1.1.35: 3-hydroxyacyl-CoA dehydrogenase	1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	DNA–RNA	76	0.7021375509736636	1.581702237054313e-12	6.568226658083436e-11	True
1.1.1.37: Malate dehydrogenase	1.1.1.37	Malate dehydrogenase	DNA–RNA	76	0.5089268626110732	2.6746346501384063e-06	1.673311683613647e-05	True
1.1.1.3: Homoserine dehydrogenase	1.1.1.3	Homoserine dehydrogenase	DNA–RNA	76	0.50323991797676	3.597993692385427e-06	2.2006333513892263e-05	True
1.1.1.42: Isocitrate dehydrogenase (NADP(+))	1.1.1.42	Isocitrate dehydrogenase (NADP(+))	DNA–RNA	76	0.3064388243335612	0.0070961441817028745	0.020139776112818593	True
1.1.1.44: Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	DNA–RNA	76	0.45356117566643883	3.876630982791131e-05	0.00019116636533888763	True
1.1.1.49: Glucose-6-phosphate dehydrogenase (NADP(+))	1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+))	DNA–RNA	76	0.41063568010936435	0.00022921776373395825	0.0009274503363389387	True
1.1.1.57: Fructuronate reductase	1.1.1.57	Fructuronate reductase	DNA–RNA	76	0.5580625978435073	1.6267391379235985e-07	1.2707892869521972e-06	True
1.1.1.58: Tagaturonate reductase	1.1.1.58	Tagaturonate reductase	DNA–RNA	76	0.4825700615174299	1.012059257264536e-05	5.584019258613418e-05	True
1.1.1.69: Gluconate 5-dehydrogenase	1.1.1.69	Gluconate 5-dehydrogenase	DNA–RNA	76	0.69377990430622	3.712196282374848e-12	1.331328575815343e-10	True
1.1.1.77: Lactaldehyde reductase	1.1.1.77	Lactaldehyde reductase	DNA–RNA	76	0.6288448393711551	1.1805135664201884e-09	1.634079305097419e-08	True
1.1.1.85: 3-isopropylmalate dehydrogenase	1.1.1.85	3-isopropylmalate dehydrogenase	DNA–RNA	76	0.09375256322624745	0.42050423295301376	0.5594904549745833	False
1.1.1.86: Ketol-acid reductoisomerase (NADP(+))	1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	DNA–RNA	76	0.15688311688311687	0.17592602520332754	0.2909971360281456	False
1.11.1.15: Peroxiredoxin	1.11.1.15	Peroxiredoxin	DNA–RNA	76	0.46714969241285037	2.0980594564004312e-05	0.00010679799426451228	True
1.11.1.1: NADH peroxidase	1.11.1.1	NADH peroxidase	DNA–RNA	76	0.43334135449796607	9.22321360843076e-05	0.0004134724736961289	True
1.11.1.6: Catalase	1.11.1.6	Catalase	DNA–RNA	76	0.5807245386192755	3.81457552315579e-08	3.3816854918763124e-07	True
1.12.99.6: Hydrogenase (acceptor)	1.12.99.6	Hydrogenase (acceptor)	DNA–RNA	76	0.7818253060050783	7.708243215018949e-17	3.0409019483249753e-14	True
1.15.1.1: Superoxide dismutase	1.15.1.1	Superoxide dismutase	DNA–RNA	76	0.4264114832535886	0.0001226119014307965	0.0005315428034554859	True
1.15.1.2: Superoxide reductase	1.15.1.2	Superoxide reductase	DNA–RNA	76	0.6148672204717398	3.441713115514441e-09	4.114411588092264e-08	True
1.16.3.2: Bacterial non-heme ferritin	1.16.3.2	Bacterial non-heme ferritin	DNA–RNA	76	0.47409432672590573	1.5174646798568893e-05	8.035433774544199e-05	True
1.17.1.2: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1.17.1.2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	DNA–RNA	76	0.05758031442241968	0.6212606619742852	0.7251104471859631	False
1.17.7.3: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	1.17.7.3	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	DNA–RNA	76	0.3031852358168148	0.007761344417791784	0.02187035980584899	True
1.2.1.11: Aspartate-semialdehyde dehydrogenase	1.2.1.11	Aspartate-semialdehyde dehydrogenase	DNA–RNA	76	0.09905673274094327	0.39457985930669903	0.5372642713930358	False
1.2.1.12: Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	DNA–RNA	76	0.72298017771702	1.6478903858523256e-13	8.667903429583233e-12	True
1.2.1.38: N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase	DNA–RNA	76	0.013834586466165413	0.905581231813421	0.9383986645011176	False
1.2.7.8: Indolepyruvate ferredoxin oxidoreductase	1.2.7.8	Indolepyruvate ferredoxin oxidoreductase	DNA–RNA	76	0.5834313055365687	3.1840864890435706e-08	2.9212142323899736e-07	True
1.2.99.2: Carbon-monoxide dehydrogenase (acceptor)	1.2.99.2	Carbon-monoxide dehydrogenase (acceptor)	DNA–RNA	76	0.6333572806361738	8.261290517611312e-10	1.229841173282137e-08	True
1.2.99.7: Aldehyde dehydrogenase (FAD-independent)	1.2.99.7	Aldehyde dehydrogenase (FAD-independent)	DNA–RNA	76	0.4124209174018744	0.00021387875625625188	0.0008698471066298078	True
1.3.1.14: Dihydroorotate dehydrogenase (NAD(+))	1.3.1.14	Dihydroorotate dehydrogenase (NAD(+))	DNA–RNA	76	0.6466893143644876	2.779519059636629e-10	4.984183041030228e-09	True
1.3.1.9: Enoyl-[acyl-carrier-protein] reductase (NADH)	1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADH)	DNA–RNA	76	0.6004647983595353	9.826466986728236e-09	1.0305417767522564e-07	True
1.3.5.1: Succinate dehydrogenase (quinone)	1.3.5.1	Succinate dehydrogenase (quinone)	DNA–RNA	76	0.754436828530253	3.5739168527027874e-15	4.028314852546427e-13	True
1.3.8.1: Short-chain acyl-CoA dehydrogenase	1.3.8.1	Short-chain acyl-CoA dehydrogenase	DNA–RNA	76	0.6033782022959315	7.980942430429272e-09	8.625977503573556e-08	True
1.3.99.1: Deleted entry	1.3.99.1	Deleted entry	DNA–RNA	76	0.7671843388879562	6.39628608039156e-16	1.2616674293572353e-13	True
1.3.99.2: Transferred entry: 1.3.8.1	1.3.99.2	Transferred entry: 1.3.8.1	DNA–RNA	76	0.7648120300751879	8.882539060823103e-16	1.370423897626469e-13	True
1.4.1.13: Glutamate synthase (NADPH)	1.4.1.13	Glutamate synthase (NADPH)	DNA–RNA	76	0.5745454545454546	5.726855611524809e-08	4.911401171188125e-07	True
1.4.1.14: Glutamate synthase (NADH)	1.4.1.14	Glutamate synthase (NADH)	DNA–RNA	76	0.640674235655675	4.5735682144485453e-10	7.677756002552983e-09	True
1.4.1.16: Diaminopimelate dehydrogenase	1.4.1.16	Diaminopimelate dehydrogenase	DNA–RNA	76	0.4127956254272044	0.00021078155610341573	0.0008616924754694042	True
1.4.1.1: Alanine dehydrogenase	1.4.1.1	Alanine dehydrogenase	DNA–RNA	76	0.5803417634996583	3.912770104519015e-08	3.43019512496167e-07	True
1.4.1.2: Glutamate dehydrogenase	1.4.1.2	Glutamate dehydrogenase	DNA–RNA	76	0.7344634313055365	4.333565002929591e-14	2.4743408407794813e-12	True
1.4.1.3: Glutamate dehydrogenase (NAD(P)(+))	1.4.1.3	Glutamate dehydrogenase (NAD(P)(+))	DNA–RNA	76	0.6341149943034238	7.77624010996339e-10	1.2030300876002186e-08	True
1.4.3.16: L-aspartate oxidase	1.4.3.16	L-aspartate oxidase	DNA–RNA	76	0.5315379357484621	7.789618174817401e-07	5.487507803509758e-06	True
1.4.4.2: Glycine dehydrogenase (aminomethyl-transferring)	1.4.4.2	Glycine dehydrogenase (aminomethyl-transferring)	DNA–RNA	76	0.6102255639097744	4.854097369701459e-09	5.47126117813493e-08	True
1.5.1.20: Methylenetetrahydrofolate reductase (NAD(P)H)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	DNA–RNA	76	-0.04341763499658237	0.7095885116791808	0.8017409503605869	False
1.5.1.2: Pyrroline-5-carboxylate reductase	1.5.1.2	Pyrroline-5-carboxylate reductase	DNA–RNA	76	0.15311004784688995	0.18668094492785603	0.3049508603479884	False
1.6.5.2: NAD(P)H dehydrogenase (quinone)	1.6.5.2	NAD(P)H dehydrogenase (quinone)	DNA–RNA	76	0.6794898910254247	1.4960666182615225e-11	4.371839117808671e-10	True
1.6.5.8: NADH:ubiquinone reductase (Na(+)-transporting)	1.6.5.8	NADH:ubiquinone reductase (Na(+)-transporting)	DNA–RNA	76	0.40363636363636357	0.00029962422581618906	0.0011844664155857107	True
1.7.99.1: Hydroxylamine reductase	1.7.99.1	Hydroxylamine reductase	DNA–RNA	76	0.3155980861244019	0.005485035169633871	0.015910635106033546	True
1.8.1.4: Dihydrolipoyl dehydrogenase	1.8.1.4	Dihydrolipoyl dehydrogenase	DNA–RNA	76	0.5892822966507176	2.1424812531562188e-08	2.0869354428892057e-07	True
1.8.1.9: Thioredoxin-disulfide reductase	1.8.1.9	Thioredoxin-disulfide reductase	DNA–RNA	76	0.2095693779904306	0.06922657406791982	0.14373622878839143	False
2.1.1.14: 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	DNA–RNA	76	0.3405059776811996	0.002614575540066652	0.008284739361897947	True
2.1.1.192: 23S rRNA (adenine(2503)-C(2))-methyltransferase	2.1.1.192	23S rRNA (adenine(2503)-C(2))-methyltransferase	DNA–RNA	76	0.35360218728639775	0.001727721132092335	0.005776152428901916	True
2.1.2.10: Aminomethyltransferase	2.1.2.10	Aminomethyltransferase	DNA–RNA	76	0.7031305536568695	1.4264415148334046e-12	6.252568640019756e-11	True
2.1.2.1: Glycine hydroxymethyltransferase	2.1.2.1	Glycine hydroxymethyltransferase	DNA–RNA	76	0.044101161995898835	0.7052245921169411	0.7983101910764225	False
2.1.2.3: Phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	DNA–RNA	76	0.673197075877298	2.6970538144271888e-11	7.337846412355352e-10	True
2.1.3.2: Aspartate carbamoyltransferase	2.1.3.2	Aspartate carbamoyltransferase	DNA–RNA	76	0.18086124401913875	0.11793391744814707	0.21390772613008743	False
2.1.3.3: Ornithine carbamoyltransferase	2.1.3.3	Ornithine carbamoyltransferase	DNA–RNA	76	0.6454408749145591	3.0849844220013003e-10	5.409006019908946e-09	True
2.2.1.1: Transketolase	2.2.1.1	Transketolase	DNA–RNA	76	0.5123718386876281	2.228990190676497e-06	1.4415354593801277e-05	True
2.2.1.2: Transaldolase	2.2.1.2	Transaldolase	DNA–RNA	76	0.6153110047846889	3.3294289454823905e-09	4.0414145199778554e-08	True
2.2.1.6: Acetolactate synthase	2.2.1.6	Acetolactate synthase	DNA–RNA	76	0.15425837320574165	0.18335853623851586	0.30014498981781956	False
2.3.1.129: Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	DNA–RNA	76	0.5590430622009569	1.5311989551110296e-07	1.2081159755826023e-06	True
2.3.1.179: Beta-ketoacyl-[acyl-carrier-protein] synthase II	2.3.1.179	Beta-ketoacyl-[acyl-carrier-protein] synthase II	DNA–RNA	76	0.43144224196855774	9.977791828020082e-05	0.00043980322638591317	True
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III	2.3.1.180	Beta-ketoacyl-[acyl-carrier-protein] synthase III	DNA–RNA	76	0.3379630895420369	0.0028278978708206385	0.008854013571736047	True
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase	2.3.1.234	N(6)-L-threonylcarbamoyladenine synthase	DNA–RNA	76	0.07499658236500342	0.5196551439956724	0.6395540285482793	False
2.3.1.29: Glycine C-acetyltransferase	2.3.1.29	Glycine C-acetyltransferase	DNA–RNA	76	0.6749965823650034	2.28212374378642e-11	6.430698692312448e-10	True
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase	2.3.1.39	[Acyl-carrier-protein] S-malonyltransferase	DNA–RNA	76	0.15551606288448394	0.17976917975600953	0.2954631638987876	False
2.3.1.50: Serine C-palmitoyltransferase	2.3.1.50	Serine C-palmitoyltransferase	DNA–RNA	76	0.7494808851496584	6.784164971907909e-15	5.352706162835341e-13	True
2.3.1.54: Formate C-acetyltransferase	2.3.1.54	Formate C-acetyltransferase	DNA–RNA	76	0.38602775399507294	0.0005730373513857013	0.002132672029449615	True
2.3.1.61: Dihydrolipoyllysine-residue succinyltransferase	2.3.1.61	Dihydrolipoyllysine-residue succinyltransferase	DNA–RNA	76	0.5526019410292593	2.2708279315862702e-07	1.7227723442515068e-06	True
2.3.1.8: Phosphate acetyltransferase	2.3.1.8	Phosphate acetyltransferase	DNA–RNA	76	0.6969788106630213	2.6872554310057046e-12	1.0096402547921434e-10	True
2.3.1.9: Acetyl-CoA C-acetyltransferase	2.3.1.9	Acetyl-CoA C-acetyltransferase	DNA–RNA	76	0.6895693779904306	5.643980965575811e-12	1.7812403927357258e-10	True
2.3.3.13: 2-isopropylmalate synthase	2.3.3.13	2-isopropylmalate synthase	DNA–RNA	76	0.3749282296650717	0.0008468983063077545	0.0030904633185289123	True
2.4.1.18: 1,4-alpha-glucan branching enzyme	2.4.1.18	1,4-alpha-glucan branching enzyme	DNA–RNA	76	0.6535064935064935	1.5594875510328208e-10	3.0010626286948673e-09	True
2.4.1.1: Glycogen phosphorylase	2.4.1.1	Glycogen phosphorylase	DNA–RNA	76	0.5103212576896787	2.485015648257232e-06	1.5685418771799647e-05	True
2.4.1.20: Cellobiose phosphorylase	2.4.1.20	Cellobiose phosphorylase	DNA–RNA	76	0.48919710032402425	7.317629229718758e-06	4.124006758748643e-05	True
2.4.1.211: 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase	2.4.1.211	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase	DNA–RNA	76	0.2183530743153881	0.05809976467102532	0.12355987688797568	False
2.4.1.21: Starch synthase	2.4.1.21	Starch synthase	DNA–RNA	76	0.582118933697881	3.47628868281588e-08	3.1168088303883283e-07	True
2.4.1.25: 4-alpha-glucanotransferase	2.4.1.25	4-alpha-glucanotransferase	DNA–RNA	76	0.48082023239917976	1.1013030191274325e-05	6.0342227923023905e-05	True
2.4.1.281: 4-O-beta-D-mannosyl-D-glucose phosphorylase	2.4.1.281	4-O-beta-D-mannosyl-D-glucose phosphorylase	DNA–RNA	76	0.48937799043062197	7.252453637382427e-06	4.1166805179098815e-05	True
2.4.2.10: Orotate phosphoribosyltransferase	2.4.2.10	Orotate phosphoribosyltransferase	DNA–RNA	76	-0.2500615174299385	0.029361760253356177	0.06998921099667077	False
2.4.2.14: Amidophosphoribosyltransferase	2.4.2.14	Amidophosphoribosyltransferase	DNA–RNA	76	-0.037457279562542724	0.7480240910534612	0.8300858056837987	False
2.4.2.17: ATP phosphoribosyltransferase	2.4.2.17	ATP phosphoribosyltransferase	DNA–RNA	76	0.1749008885850991	0.13074900894353395	0.2328690023847591	False
2.4.2.1: Purine-nucleoside phosphorylase	2.4.2.1	Purine-nucleoside phosphorylase	DNA–RNA	76	0.5179767600820233	1.649899268253089e-06	1.1031953581793958e-05	True
2.4.2.22: Xanthine phosphoribosyltransferase	2.4.2.22	Xanthine phosphoribosyltransferase	DNA–RNA	76	0.0830622009569378	0.4756276172621046	0.6042998228982296	False
2.4.2.7: Adenine phosphoribosyltransferase	2.4.2.7	Adenine phosphoribosyltransferase	DNA–RNA	76	0.2917566643882433	0.010551259366633816	0.028906054306507223	True
2.4.2.9: Uracil phosphoribosyltransferase	2.4.2.9	Uracil phosphoribosyltransferase	DNA–RNA	76	0.6710321257689679	3.292359313563053e-11	8.658904994670829e-10	True
2.4.99.17: S-adenosylmethionine:tRNA ribosyltransferase-isomerase	2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	DNA–RNA	76	0.4257552973342447	0.00012592244552371535	0.0005411597300793278	True
2.5.1.47: Cysteine synthase	2.5.1.47	Cysteine synthase	DNA–RNA	76	0.35428571428571426	0.0016899463023667158	0.005673904819435484	True
2.5.1.49: O-acetylhomoserine aminocarboxypropyltransferase	2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase	DNA–RNA	76	0.42512817106639705	0.00012916330715043658	0.0005508640504956457	True
2.5.1.55: 3-deoxy-8-phosphooctulonate synthase	2.5.1.55	3-deoxy-8-phosphooctulonate synthase	DNA–RNA	76	0.3352836637047164	0.0030693917230422895	0.009534449092442387	True
2.5.1.6: Methionine adenosyltransferase	2.5.1.6	Methionine adenosyltransferase	DNA–RNA	76	0.1914149008885851	0.09763774460083059	0.1883525195355876	False
2.5.1.78: 6,7-dimethyl-8-ribityllumazine synthase	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase	DNA–RNA	76	0.4500068352699932	4.532673232331696e-05	0.0002167441927460429	True
2.6.1.11: Acetylornithine transaminase	2.6.1.11	Acetylornithine transaminase	DNA–RNA	76	0.5730963773069037	6.291824282337628e-08	5.22552564080462e-07	True
2.6.1.1: Aspartate transaminase	2.6.1.1	Aspartate transaminase	DNA–RNA	76	0.5026657552973343	3.706257436554676e-06	2.2494131672627993e-05	True
2.6.1.42: Branched-chain-amino-acid transaminase	2.6.1.42	Branched-chain-amino-acid transaminase	DNA–RNA	76	0.37200527687319385	0.0009365350749224456	0.003358755336880953	True
2.6.1.52: Phosphoserine transaminase	2.6.1.52	Phosphoserine transaminase	DNA–RNA	76	0.05498291182501709	0.637110254083439	0.7359882730187897	False
2.6.1.83: LL-diaminopimelate aminotransferase	2.6.1.83	LL-diaminopimelate aminotransferase	DNA–RNA	76	0.043308270676691726	0.7102876100152729	0.8017409503605869	False
2.7.1.11: 6-phosphofructokinase	2.7.1.11	6-phosphofructokinase	DNA–RNA	76	0.29574846206425154	0.009490842500861192	0.02627464818659467	True
2.7.1.17: Xylulokinase	2.7.1.17	Xylulokinase	DNA–RNA	76	0.6302823174203446	1.0542871935609705e-09	1.485415349499296e-08	True
2.7.1.30: Glycerol kinase	2.7.1.30	Glycerol kinase	DNA–RNA	76	0.4562132604237868	3.445865803018894e-05	0.0001720751973786017	True
2.7.1.40: Pyruvate kinase	2.7.1.40	Pyruvate kinase	DNA–RNA	76	-0.19157894736842107	0.09734536881381135	0.1882487646914146	False
2.7.1.45: 2-dehydro-3-deoxygluconokinase	2.7.1.45	2-dehydro-3-deoxygluconokinase	DNA–RNA	76	0.6897060833902939	5.5683450682310164e-12	1.7812403927357258e-10	True
2.7.1.69: Protein-N(pi)-phosphohistidine--sugar phosphotransferase	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase	DNA–RNA	76	0.610252904989747	4.844354400175387e-09	5.47126117813493e-08	True
2.7.1.90: Diphosphate--fructose-6-phosphate 1-phosphotransferase	2.7.1.90	Diphosphate--fructose-6-phosphate 1-phosphotransferase	DNA–RNA	76	0.5954887218045114	1.3951792709284755e-08	1.4296057724189184e-07	True
2.7.2.1: Acetate kinase	2.7.2.1	Acetate kinase	DNA–RNA	76	-0.09380724538619276	0.420232072486659	0.5594904549745833	False
2.7.2.3: Phosphoglycerate kinase	2.7.2.3	Phosphoglycerate kinase	DNA–RNA	76	0.018127136021872863	0.8764883266676259	0.923296782030383	False
2.7.2.4: Aspartate kinase	2.7.2.4	Aspartate kinase	DNA–RNA	76	0.41752563226247436	0.0001750746055709352	0.0007270203357656204	True
2.7.3.9: Phosphoenolpyruvate--protein phosphotransferase	2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	DNA–RNA	76	0.6442925495557075	3.3940799315216333e-10	5.8215849260229755e-09	True
2.7.4.22: UMP kinase	2.7.4.22	UMP kinase	DNA–RNA	76	0.0638961038961039	0.5834431435473586	0.6911961565448438	False
2.7.4.25: (d)CMP kinase	2.7.4.25	(d)CMP kinase	DNA–RNA	76	0.19319207108680791	0.0945067249806742	0.18502681391998002	False
2.7.4.3: Adenylate kinase	2.7.4.3	Adenylate kinase	DNA–RNA	76	0.3437047163362953	0.0023667539339775772	0.007590930300440278	True
2.7.4.6: Nucleoside-diphosphate kinase	2.7.4.6	Nucleoside-diphosphate kinase	DNA–RNA	76	0.5053451811346549	3.2259008779936916e-06	1.9884654630757992e-05	True
2.7.6.1: Ribose-phosphate diphosphokinase	2.7.6.1	Ribose-phosphate diphosphokinase	DNA–RNA	76	0.4257006151742994	0.0001262020156332019	0.0005411597300793278	True
2.7.7.12: UDP-glucose--hexose-1-phosphate uridylyltransferase	2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase	DNA–RNA	76	0.5614217361585783	1.321011068687486e-07	1.0635487073412516e-06	True
2.7.7.24: Glucose-1-phosphate thymidylyltransferase	2.7.7.24	Glucose-1-phosphate thymidylyltransferase	DNA–RNA	76	0.2797812713602187	0.014375101382284117	0.03730906246915187	True
2.7.7.27: Glucose-1-phosphate adenylyltransferase	2.7.7.27	Glucose-1-phosphate adenylyltransferase	DNA–RNA	76	0.5626247436773752	1.2254168805109726e-07	9.967566172403683e-07	True
2.7.7.4: Sulfate adenylyltransferase	2.7.7.4	Sulfate adenylyltransferase	DNA–RNA	76	0.39792207792207795	0.00037125747655206604	0.0014429662512294586	True
2.7.7.6: DNA-directed RNA polymerase	2.7.7.6	DNA-directed RNA polymerase	DNA–RNA	76	0.2590840738209159	0.023824504239089512	0.05874229326450508	False
2.7.7.7: DNA-directed DNA polymerase	2.7.7.7	DNA-directed DNA polymerase	DNA–RNA	76	0.05219412166780588	0.6543104560610303	0.7525176381500654	False
2.7.7.8: Polyribonucleotide nucleotidyltransferase	2.7.7.8	Polyribonucleotide nucleotidyltransferase	DNA–RNA	76	0.6653451811346548	5.516128469450495e-11	1.2800662830577766e-09	True
2.7.9.1: Pyruvate, phosphate dikinase	2.7.9.1	Pyruvate, phosphate dikinase	DNA–RNA	76	0.4925356812690276	6.198721613780926e-06	3.569920695819818e-05	True
2.8.1.10: Thiazole synthase	2.8.1.10	Thiazole synthase	DNA–RNA	76	0.30381408065618587	0.007628667028594758	0.021573542242155068	True
2.8.3.8: Acetate CoA-transferase	2.8.3.8	Acetate CoA-transferase	DNA–RNA	76	0.4338785637733877	9.019548076711682e-05	0.0004066527675728867	True
3.1.1.11: Pectinesterase	3.1.1.11	Pectinesterase	DNA–RNA	76	0.4160218728639782	0.00018577176038696874	0.0007634058278401997	True
3.1.13.1: Exoribonuclease II	3.1.13.1	Exoribonuclease II	DNA–RNA	76	0.5738892686261107	5.976452359472469e-08	5.070345066262127e-07	True
3.2.1.1: Alpha-amylase	3.2.1.1	Alpha-amylase	DNA–RNA	76	0.6549053650553882	1.382577830175097e-10	2.7271347700203787e-09	True
3.2.1.21: Beta-glucosidase	3.2.1.21	Beta-glucosidase	DNA–RNA	76	0.5504032809295968	2.592906755678802e-07	1.948384219267214e-06	True
3.2.1.22: Alpha-galactosidase	3.2.1.22	Alpha-galactosidase	DNA–RNA	76	0.6336021872863978	8.10143850657023e-10	1.2292374964776753e-08	True
3.2.1.23: Beta-galactosidase	3.2.1.23	Beta-galactosidase	DNA–RNA	76	0.07756664388243335	0.5054061073294841	0.6309579409540553	False
3.2.1.52: Beta-N-acetylhexosaminidase	3.2.1.52	Beta-N-acetylhexosaminidase	DNA–RNA	76	0.5125905673274095	2.2031958118869977e-06	1.4366293351891252e-05	True
3.2.1.55: Non-reducing end alpha-L-arabinofuranosidase	3.2.1.55	Non-reducing end alpha-L-arabinofuranosidase	DNA–RNA	76	0.7069223871760951	9.57645369535273e-13	4.444601156254884e-11	True
3.2.1.8: Endo-1,4-beta-xylanase	3.2.1.8	Endo-1,4-beta-xylanase	DNA–RNA	76	0.6064392658915372	6.399552577294827e-09	7.111615469698055e-08	True
3.3.1.1: Adenosylhomocysteinase	3.3.1.1	Adenosylhomocysteinase	DNA–RNA	76	0.734354066985646	4.390465370204403e-14	2.4743408407794813e-12	True
3.4.11.10: Bacterial leucyl aminopeptidase	3.4.11.10	Bacterial leucyl aminopeptidase	DNA–RNA	76	0.6307240876402883	1.0181571642053384e-09	1.485415349499296e-08	True
3.4.11.18: Methionyl aminopeptidase	3.4.11.18	Methionyl aminopeptidase	DNA–RNA	76	0.31196172248803833	0.006081219700224205	0.01744757215809781	True
3.4.11.1: Leucyl aminopeptidase	3.4.11.1	Leucyl aminopeptidase	DNA–RNA	76	0.6346820119219455	7.431183130056082e-10	1.1726406979228497e-08	True
3.4.11.4: Tripeptide aminopeptidase	3.4.11.4	Tripeptide aminopeptidase	DNA–RNA	76	0.5863841421736159	2.6095864155021506e-08	2.422310213919055e-07	True
3.4.19.3: Pyroglutamyl-peptidase I	3.4.19.3	Pyroglutamyl-peptidase I	DNA–RNA	76	0.3906366657386149	0.0004852596965244701	0.0018160966345161383	True
3.4.21.53: Endopeptidase La	3.4.21.53	Endopeptidase La	DNA–RNA	76	0.6697516729594117	3.701671980826251e-11	9.421352235070684e-10	True
3.4.21.92: Endopeptidase Clp	3.4.21.92	Endopeptidase Clp	DNA–RNA	76	0.39967190704032807	0.000347811275616731	0.001358530180502974	True
3.5.1.18: Succinyl-diaminopimelate desuccinylase	3.5.1.18	Succinyl-diaminopimelate desuccinylase	DNA–RNA	76	0.6127008012127493	4.043662732113212e-09	4.761865515876604e-08	True
3.5.1.25: N-acetylglucosamine-6-phosphate deacetylase	3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase	DNA–RNA	76	0.4714422419685578	1.7187426915364347e-05	8.921631471198993e-05	True
3.5.1.2: Glutaminase	3.5.1.2	Glutaminase	DNA–RNA	76	0.4080109364319891	0.00025361235975057895	0.0010209191420571776	True
3.5.1.88: Peptide deformylase	3.5.1.88	Peptide deformylase	DNA–RNA	76	0.4756254272043746	1.4115140555255551e-05	7.576085644963694e-05	True
3.5.4.10: IMP cyclohydrolase	3.5.4.10	IMP cyclohydrolase	DNA–RNA	76	0.6227553612223597	1.8938753210728234e-09	2.4904460472107627e-08	True
3.5.4.16: GTP cyclohydrolase I	3.5.4.16	GTP cyclohydrolase I	DNA–RNA	76	0.2194941900205058	0.05676764647644977	0.12171106812477954	False
3.5.99.10: 2-iminobutanoate/2-iminopropanoate deaminase	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase	DNA–RNA	76	0.5889246548811677	2.19549560495123e-08	2.1124951613494154e-07	True
3.5.99.6: Glucosamine-6-phosphate deaminase	3.5.99.6	Glucosamine-6-phosphate deaminase	DNA–RNA	76	0.07182501708817499	0.5375146413914489	0.6493291429391865	False
3.6.1.1: Inorganic diphosphatase	3.6.1.1	Inorganic diphosphatase	DNA–RNA	76	0.519043062200957	1.5571739077993583e-06	1.0500941993621315e-05	True
