Feature	Species	Samples	NonzeroSamples	NonzeroPrevalence	SamplesAtOrAbove0.01Pct	PrevalenceAtOrAbove0.01Pct	MaximumRelativeAbundance
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae	Scardovia wiggsiae	114	6	0.0526315789473684	2	0.0175438596491228	0.0001498
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_bergeri	Gemella bergeri	114	6	0.0526315789473684	1	0.0087719298245614	0.0001122
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus	Actinomyces viscosus	114	6	0.0526315789473684	0	0	0.000095
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gonidiaformans	Fusobacterium gonidiaformans	114	5	0.043859649122807	5	0.043859649122807	0.2397488
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis	Klebsiella michiganensis	114	5	0.043859649122807	3	0.0263157894736842	0.0554541
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	Bifidobacterium angulatum	114	5	0.043859649122807	4	0.0350877192982456	0.0376096
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	Prevotella bivia	114	5	0.043859649122807	1	0.0087719298245614	0.0354012
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_598	Bacteroides sp CAG 598	114	5	0.043859649122807	4	0.0350877192982456	0.0334528
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_CAG_542	Acidaminococcus sp CAG 542	114	5	0.043859649122807	3	0.0263157894736842	0.0151126
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_534	Firmicutes bacterium CAG 534	114	5	0.043859649122807	4	0.0350877192982456	0.0128048
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Morganella|s__Morganella_morganii	Morganella morganii	114	5	0.043859649122807	3	0.0263157894736842	0.012735
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_530	Bacteroides sp CAG 530	114	5	0.043859649122807	5	0.043859649122807	0.0090463
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis	Lactobacillus vaginalis	114	5	0.043859649122807	2	0.0175438596491228	0.0067992
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	Prevotella sp CAG 1031	114	5	0.043859649122807	5	0.043859649122807	0.0062095
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_harei	Peptoniphilus harei	114	5	0.043859649122807	2	0.0175438596491228	0.0032657
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis	Actinomyces turicensis	114	5	0.043859649122807	3	0.0263157894736842	0.0012292
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	Enterococcus avium	114	5	0.043859649122807	1	0.0087719298245614	0.0011585
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum	Lactobacillus plantarum	114	5	0.043859649122807	1	0.0087719298245614	0.0011104
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_aerogenes	Klebsiella aerogenes	114	5	0.043859649122807	2	0.0175438596491228	0.0010768
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris	Lactobacillus oris	114	5	0.043859649122807	3	0.0263157894736842	0.0006768
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_563	Ruminococcus sp CAG 563	114	5	0.043859649122807	2	0.0175438596491228	0.0005292
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae	Klebsiella quasipneumoniae	114	5	0.043859649122807	3	0.0263157894736842	0.0004275
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	Prevotella disiens	114	5	0.043859649122807	1	0.0087719298245614	0.0004045
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	Lactobacillus crispatus	114	5	0.043859649122807	1	0.0087719298245614	0.0003963
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_saeculare	Bifidobacterium saeculare	114	5	0.043859649122807	2	0.0175438596491228	0.0003038
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_saphenum	Eubacterium saphenum	114	5	0.043859649122807	1	0.0087719298245614	0.0001369
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis	Aggregatibacter segnis	114	5	0.043859649122807	0	0	0.0000972
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acidifaciens	Propionibacterium acidifaciens	114	5	0.043859649122807	0	0	0.0000889
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	Oribacterium sinus	114	5	0.043859649122807	0	0	0.00004
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	Actinomyces johnsonii	114	5	0.043859649122807	0	0	0.0000348
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum	Corynebacterium durum	114	5	0.043859649122807	0	0	0.0000158
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_equinum	Fusobacterium equinum	114	4	0.0350877192982456	2	0.0175438596491228	0.1420204
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum	Fusobacterium mortiferum	114	4	0.0350877192982456	3	0.0263157894736842	0.1157846
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_510	Clostridium sp CAG 510	114	4	0.0350877192982456	4	0.0350877192982456	0.0862053
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_necrophorum	Fusobacterium necrophorum	114	4	0.0350877192982456	4	0.0350877192982456	0.0652128
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_CAG_831	Alistipes sp CAG 831	114	4	0.0350877192982456	2	0.0175438596491228	0.0124886
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	Enterococcus gallinarum	114	4	0.0350877192982456	3	0.0263157894736842	0.0030544
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_633	Bacteroides sp CAG 633	114	4	0.0350877192982456	3	0.0263157894736842	0.0023816
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	Veillonella rogosae	114	4	0.0350877192982456	2	0.0175438596491228	0.0023072
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_An66	Alistipes sp An66	114	4	0.0350877192982456	2	0.0175438596491228	0.0014117
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	Megasphaera micronuciformis	114	4	0.0350877192982456	2	0.0175438596491228	0.0012224
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum_thomasii	Anaerobiospirillum thomasii	114	4	0.0350877192982456	3	0.0263157894736842	0.0010732
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_malodoratus	Enterococcus malodoratus	114	4	0.0350877192982456	2	0.0175438596491228	0.0010038
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sputigena	Selenomonas sputigena	114	4	0.0350877192982456	2	0.0175438596491228	0.0007917
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii	Parabacteroides gordonii	114	4	0.0350877192982456	4	0.0350877192982456	0.0006816
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei	Corynebacterium casei	114	4	0.0350877192982456	2	0.0175438596491228	0.0006373
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	Blautia hansenii	114	4	0.0350877192982456	1	0.0087719298245614	0.0005778
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercorirosoris	Bacteroides stercorirosoris	114	4	0.0350877192982456	1	0.0087719298245614	0.0005322
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Butyribacterium_methylotrophicum	Butyribacterium methylotrophicum	114	4	0.0350877192982456	1	0.0087719298245614	0.0004868
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria	Weissella cibaria	114	4	0.0350877192982456	1	0.0087719298245614	0.0004541
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_424	Firmicutes bacterium CAG 424	114	4	0.0350877192982456	2	0.0175438596491228	0.0004352
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia|s__Finegoldia_magna	Finegoldia magna	114	4	0.0350877192982456	2	0.0175438596491228	0.0004061
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_viridans	Streptococcus viridans	114	4	0.0350877192982456	4	0.0350877192982456	0.0002148
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerofilum|s__Anaerofilum_sp_An201	Anaerofilum sp An201	114	4	0.0350877192982456	0	0	0.0000479
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_414	Actinomyces sp oral taxon 414	114	4	0.0350877192982456	0	0	0.0000129
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_964	Clostridium sp CAG 964	114	3	0.0263157894736842	2	0.0175438596491228	0.0483694
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_617	Prevotella sp CAG 617	114	3	0.0263157894736842	3	0.0263157894736842	0.033514
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile	Clostridioides difficile	114	3	0.0263157894736842	3	0.0263157894736842	0.0256023
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_sp_SHI1033	Methanosphaera sp SHI1033	114	3	0.0263157894736842	3	0.0263157894736842	0.0176098
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	Prevotella denticola	114	3	0.0263157894736842	3	0.0263157894736842	0.0120672
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_sp_CAG_700	Brachyspira sp CAG 700	114	3	0.0263157894736842	3	0.0263157894736842	0.0099193
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_endodontalis	Porphyromonas endodontalis	114	3	0.0263157894736842	3	0.0263157894736842	0.0063821
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas_hippei	Succinatimonas hippei	114	3	0.0263157894736842	2	0.0175438596491228	0.0059965
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae	Streptococcus agalactiae	114	3	0.0263157894736842	1	0.0087719298245614	0.005488
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_43_108	Bacteroides sp 43 108	114	3	0.0263157894736842	3	0.0263157894736842	0.0051653
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp_DISK_18	Megasphaera sp DISK 18	114	3	0.0263157894736842	2	0.0175438596491228	0.0042371
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp_CAG_528	Anaerotruncus sp CAG 528	114	3	0.0263157894736842	2	0.0175438596491228	0.003935
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	Campylobacter concisus	114	3	0.0263157894736842	2	0.0175438596491228	0.0035225
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_argentoratense	Corynebacterium argentoratense	114	3	0.0263157894736842	2	0.0175438596491228	0.0029285
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	Oxalobacter formigenes	114	3	0.0263157894736842	2	0.0175438596491228	0.0024409
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_OM08_11	Bacteroides sp OM08 11	114	3	0.0263157894736842	3	0.0263157894736842	0.0022766
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus	Lactobacillus curvatus	114	3	0.0263157894736842	1	0.0087719298245614	0.0022364
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_ureolyticus	Campylobacter ureolyticus	114	3	0.0263157894736842	2	0.0175438596491228	0.0019001
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_massiliensis	Streptococcus massiliensis	114	3	0.0263157894736842	1	0.0087719298245614	0.0012486
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_D5	Clostridium sp D5	114	3	0.0263157894736842	2	0.0175438596491228	0.0011737
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	Bifidobacterium pseudolongum	114	3	0.0263157894736842	2	0.0175438596491228	0.0006407
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus	Enterococcus gilvus	114	3	0.0263157894736842	3	0.0263157894736842	0.0005719
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_sp_HMSC24B09	Abiotrophia sp HMSC24B09	114	3	0.0263157894736842	2	0.0175438596491228	0.0004608
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	Butyricicoccus pullicaecorum	114	3	0.0263157894736842	3	0.0263157894736842	0.0004426
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_646	Firmicutes bacterium CAG 646	114	3	0.0263157894736842	1	0.0087719298245614	0.0004203
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	Campylobacter showae	114	3	0.0263157894736842	2	0.0175438596491228	0.0003966
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_sp_oral_taxon_393	Parvimonas sp oral taxon 393	114	3	0.0263157894736842	3	0.0263157894736842	0.0003759
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva	Abiotrophia defectiva	114	3	0.0263157894736842	1	0.0087719298245614	0.0003576
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	Enterococcus casseliflavus	114	3	0.0263157894736842	2	0.0175438596491228	0.0003568
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi	Pseudomonas fragi	114	3	0.0263157894736842	3	0.0263157894736842	0.0003512
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	Campylobacter gracilis	114	3	0.0263157894736842	1	0.0087719298245614	0.0002243
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum	Staphylococcus equorum	114	3	0.0263157894736842	1	0.0087719298245614	0.0001889
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum	Haemophilus sputorum	114	3	0.0263157894736842	1	0.0087719298245614	0.0001583
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	Cutibacterium acnes	114	3	0.0263157894736842	2	0.0175438596491228	0.0001487
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense	Varibaculum cambriense	114	3	0.0263157894736842	1	0.0087719298245614	0.0001311
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_170	Actinomyces sp oral taxon 170	114	3	0.0263157894736842	1	0.0087719298245614	0.0001215
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_corporis	Prevotella corporis	114	3	0.0263157894736842	0	0	0.0000914
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	Veillonella tobetsuensis	114	3	0.0263157894736842	0	0	0.0000632
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	Eikenella corrodens	114	3	0.0263157894736842	0	0	0.0000154
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_924	Prevotella sp CAG 924	114	2	0.0175438596491228	1	0.0087719298245614	0.1560829
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_berlinense	Treponema berlinense	114	2	0.0175438596491228	2	0.0175438596491228	0.0734733
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1320	Prevotella sp CAG 1320	114	2	0.0175438596491228	2	0.0175438596491228	0.0341101
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1092	Prevotella sp CAG 1092	114	2	0.0175438596491228	2	0.0175438596491228	0.0337006
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_lacrimalis	Peptoniphilus lacrimalis	114	2	0.0175438596491228	1	0.0087719298245614	0.0208631
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_590	Clostridium sp CAG 590	114	2	0.0175438596491228	2	0.0175438596491228	0.02022
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris	Prevotella oris	114	2	0.0175438596491228	2	0.0175438596491228	0.0133401
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_755	Prevotella sp CAG 755	114	2	0.0175438596491228	1	0.0087719298245614	0.0112322
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae	Alloprevotella tannerae	114	2	0.0175438596491228	2	0.0175438596491228	0.00995
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_624	Ruminococcus sp CAG 624	114	2	0.0175438596491228	2	0.0175438596491228	0.0088075
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_arboriphilus	Methanobrevibacter arboriphilus	114	2	0.0175438596491228	2	0.0175438596491228	0.0065793
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens	Prevotella nigrescens	114	2	0.0175438596491228	2	0.0175438596491228	0.006031
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_7_2_43FAA	Clostridium sp 7 2 43FAA	114	2	0.0175438596491228	2	0.0175438596491228	0.0056948
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_braakii	Citrobacter braakii	114	2	0.0175438596491228	1	0.0087719298245614	0.0051686
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum	Clostridium butyricum	114	2	0.0175438596491228	1	0.0087719298245614	0.0046588
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae	Lactococcus garvieae	114	2	0.0175438596491228	2	0.0175438596491228	0.0037778
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae	Haemophilus pittmaniae	114	2	0.0175438596491228	1	0.0087719298245614	0.0029582
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_citreum	Leuconostoc citreum	114	2	0.0175438596491228	2	0.0175438596491228	0.0025501
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus	Pediococcus pentosaceus	114	2	0.0175438596491228	1	0.0087719298245614	0.0020689
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_786	Eubacterium sp CAG 786	114	2	0.0175438596491228	2	0.0175438596491228	0.0019499
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus	Lactobacillus acidophilus	114	2	0.0175438596491228	2	0.0175438596491228	0.0017039
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii	Lactobacillus johnsonii	114	2	0.0175438596491228	2	0.0175438596491228	0.0014721
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile	Corynebacterium variabile	114	2	0.0175438596491228	2	0.0175438596491228	0.0011821
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus_niger	Peptococcus niger	114	2	0.0175438596491228	1	0.0087719298245614	0.0011482
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_coli	Campylobacter coli	114	2	0.0175438596491228	1	0.0087719298245614	0.0010739
