Module step	Module	KO id	Module Category	SGB_001 Module step presence	SGB_002 Module step presence	SGB_003 Module step presence	SGB_004 Module step presence	SGB_005 Module step presence	SGB_006 Module step presence	SGB_007 Module step presence	SGB_008 Module step presence	SGB_009 Module step presence	SGB_010 Module step presence	SGB_011 Module step presence	SGB_012 Module step presence	SGB_013 Module step presence	SGB_014 Module step presence	SGB_015 Module step presence	SGB_016 Module step presence	SGB_017 Module step presence	SGB_018 Module step presence	SGB_019 Module step presence	SGB_020 Module step presence	SGB_021 Module step presence	SGB_022 Module step presence	SGB_023 Module step presence	SGB_024 Module step presence	TRUNC_050 Module step presence	TRUNC_070 Module step presence	TRUNC_090 Module step presence	TRUNC_100 Module step presence
M00841+04	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	K11754	Cofactor and vitamin metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00841+05	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	K13998	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00842+01	Tetrahydrobiopterin biosynthesis, GTP => BH4	K01495	Cofactor and vitamin metabolism	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00842+02	Tetrahydrobiopterin biosynthesis, GTP => BH4	K01737	Cofactor and vitamin metabolism	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00842+03	Tetrahydrobiopterin biosynthesis, GTP => BH4	K00072	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00843+01	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	K01495	Cofactor and vitamin metabolism	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00843+02	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	K01737	Cofactor and vitamin metabolism	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00843+03	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	K17745	Cofactor and vitamin metabolism	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00844+01	Arginine biosynthesis, ornithine => arginine	K00611	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00844+02	Arginine biosynthesis, ornithine => arginine	K01940	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00844+03	Arginine biosynthesis, ornithine => arginine	(K01755 or K14681)	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present
M00845+01	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	K22478	Arginine and proline metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00845+02	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	K00145	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00845+03	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	K00821	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present
M00845+04	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	K09065	Arginine and proline metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00845+05	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	K01438	Arginine and proline metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00845+06	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	K01940	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00845+07	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	K01755	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present
M00846+01	Siroheme biosynthesis, glutamyl-tRNA => siroheme	K02492	Cofactor and vitamin metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present
M00846+02	Siroheme biosynthesis, glutamyl-tRNA => siroheme	K01845	Cofactor and vitamin metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Present
M00846+03	Siroheme biosynthesis, glutamyl-tRNA => siroheme	K01698	Cofactor and vitamin metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present
M00846+04	Siroheme biosynthesis, glutamyl-tRNA => siroheme	K01749	Cofactor and vitamin metabolism	Present	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Present
M00846+05	Siroheme biosynthesis, glutamyl-tRNA => siroheme	(K01719 or K13542 or K13543)	Cofactor and vitamin metabolism	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Present
M00846+06	Siroheme biosynthesis, glutamyl-tRNA => siroheme	(K02302 or (K00589 or K02303 or K02496 or K13542 or K13543) and (K02304 or (K24866 and K03794)))	Cofactor and vitamin metabolism	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present
M00847+01	Heme biosynthesis, archaea, siroheme => heme	K22225	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00847+02	Heme biosynthesis, archaea, siroheme => heme	K22226	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00847+03	Heme biosynthesis, archaea, siroheme => heme	(K22227 or K25033)	Cofactor and vitamin metabolism	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00848+01	Aurachin biosynthesis, anthranilate => aurachin A	K09460	Biosynthesis of other antibiotics	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Present
M00848+02	Aurachin biosynthesis, anthranilate => aurachin A	K02078 and K14245 and K14246 and K22798	Biosynthesis of other antibiotics	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present
M00848+03	Aurachin biosynthesis, anthranilate => aurachin A	K22799	Biosynthesis of other antibiotics	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00848+04	Aurachin biosynthesis, anthranilate => aurachin A	K22800	Biosynthesis of other antibiotics	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent
M00848+05	Aurachin biosynthesis, anthranilate => aurachin A	K21272	Biosynthesis of other antibiotics	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00848+06	Aurachin biosynthesis, anthranilate => aurachin A	K21271	Biosynthesis of other antibiotics	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present	Present
M00848+07	Aurachin biosynthesis, anthranilate => aurachin A	K22801	Biosynthesis of other antibiotics	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00848+08	Aurachin biosynthesis, anthranilate => aurachin A	K22802	Biosynthesis of other antibiotics	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00849+01	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	K00626	Terpenoid backbone biosynthesis	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present
M00849+02	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	K01641	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00849+03	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	(K00021 or K00054)	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00849+04	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	((K00869 and (K17942 or (K25517 and K09128 and K25518 and K03186))) or (K18689 and K18690 and K22813))	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00849+05	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	K06981	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00849+06	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	K01823	Terpenoid backbone biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00850+01	Vibrio cholerae pathogenicity signature, cholera toxins	(K10928 and K10929)	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00850+02	Vibrio cholerae pathogenicity signature, cholera toxins	K10954	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00850+03	Vibrio cholerae pathogenicity signature, cholera toxins	K10952	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00850+04	Vibrio cholerae pathogenicity signature, cholera toxins	K10953	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00850+05	Vibrio cholerae pathogenicity signature, cholera toxins	K10948	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00850+06	Vibrio cholerae pathogenicity signature, cholera toxins	K11018	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00851+01	Carbapenem resistance	(K18768 or K18970 or K19316 or K22346 or K18794 or K19318 or K18971 or K18793 or K19319 or K19320 or K19321 or K19322 or K18972 or K19211 or K18976 or K21277 or K18782 or K18781 or K18780 or K19099 or K19216)	Drug resistance	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+01	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10961	Pathogenicity	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present
M00852+02	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10920	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+03	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10919	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+04	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10930	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+05	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10931	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+06	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10962	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+07	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10932	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+08	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10963	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+09	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10933	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+10	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10964	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+11	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10965	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+12	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10934	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+13	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10935	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00852+14	Vibrio cholerae pathogenicity signature, toxin coregulated pilus	K10966	Pathogenicity	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present
M00853+01	ETEC pathogenicity signature, colonization factors	K22850	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00853+02	ETEC pathogenicity signature, colonization factors	K22852	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00853+03	ETEC pathogenicity signature, colonization factors	K22853	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00853+04	ETEC pathogenicity signature, colonization factors	K22854	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00854+01	Glycogen biosynthesis, glucose-1P => glycogen/starch	(K00963 and (K00693 and K00750 or K16150 or K16153 or K13679 or K20812)) or (K00975 and (K00703 or K13679 or K20812))	Other carbohydrate metabolism	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present
M00854+02	Glycogen biosynthesis, glucose-1P => glycogen/starch	(K00700 or K16149)	Other carbohydrate metabolism	Present	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present
M00855+01	Glycogen degradation, glycogen => glucose-6P	(K00688 or K16153)	Other carbohydrate metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Absent	Present	Present	Absent	Present	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00855+02	Glycogen degradation, glycogen => glucose-6P	(K01196 or ((K00705 or K22451) and (K02438 or K01200)))	Other carbohydrate metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00855+03	Glycogen degradation, glycogen => glucose-6P	(K15779 or K01835 or K15778)	Other carbohydrate metabolism	Absent	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Present
M00856+01	Salmonella enterica pathogenicity signature, typhoid toxin	K11014	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00856+02	Salmonella enterica pathogenicity signature, typhoid toxin	K11023	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00856+03	Salmonella enterica pathogenicity signature, typhoid toxin	K19298	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00856+04	Salmonella enterica pathogenicity signature, typhoid toxin	K22918	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00857+01	Salmonella enterica pathogenicity signature, Vi antigen	K22914	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00857+02	Salmonella enterica pathogenicity signature, Vi antigen	K22926	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00857+03	Salmonella enterica pathogenicity signature, Vi antigen	K22925	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00857+04	Salmonella enterica pathogenicity signature, Vi antigen	K22915	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00857+05	Salmonella enterica pathogenicity signature, Vi antigen	K22916	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00857+06	Salmonella enterica pathogenicity signature, Vi antigen	K22917	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00857+07	Salmonella enterica pathogenicity signature, Vi antigen	(K22924 and K22921 and K22923 and K22922)	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00859+01	Bacillus anthracis pathogenicity signature, anthrax toxin	K11030	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00859+02	Bacillus anthracis pathogenicity signature, anthrax toxin	K08645	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00859+03	Bacillus anthracis pathogenicity signature, anthrax toxin	K11029	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00860+01	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	K22976	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
