sample	hotspring	hotspring_common_name	region	broad_region_short	latitude	longitude	date	year	pH	temperature	conductivity	temperature_regime	type	sequencing_platform	metagenome_SRR	metagenome_SAMN	raw_Nsequences	filtered_Nsequences	metagenome2MAG_read_recruitment_rate
AY06.3.5	AY06		Yellowstone National Park	YEL	44.479924	-110.85107	2023.08.28	2023	9.26	39.4	2.24	30_50	mat	Illumina NovaSeq X Plus	SRR32674947	SAMN47273918	40512496	27924678	0.0566
AY06.3.6	AY06		Yellowstone National Park	YEL	44.479944	-110.85101	2023.08.28	2023	9.73	9.2		below_30	mat	Illumina NovaSeq X Plus	SRR32674946	SAMN47273919	34179615	25132599	0.10211
AY06.3.7	AY06		Yellowstone National Park	YEL	44.479892	-110.85108	2023.08.28	2023	9.49	25.4		below_30	mat	Illumina NovaSeq X Plus	SRR32674945	SAMN47273920	33305363	24168327	0.0633
AY07.0.1	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538683	-110.79793	2020.09.21	2020	7.592088889	65.9	1.35	50_70	mat	Illumina NextSeq2000	SRR32625315	SAMN47273275	11296648	5311010	0.089795
AY07.0.2	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538672	-110.79796	2020.09.21	2020	7.571466667	65.4	1.35	50_70	mat	Illumina NextSeq2000	SRR32625314	SAMN47273276	5103853	2407560	0.090235
AY07.0.3	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538699	-110.79799	2020.09.21	2020	7.571466667	65.5	1.35	50_70	mat	Illumina NextSeq2000	SRR32625313	SAMN47273277	6002235	2918913	0.08132
AY07.0.4	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538834	-110.798	2020.09.21	2020	7.540533333	66.3	1.36	50_70	mat	Illumina NextSeq2000	SRR32625312	SAMN47273278	3721210	1779890	0.10707
AY07.0.5	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538705	-110.79793	2020.09.21	2020	7.5096	66.1	1.35	50_70	mat	Illumina NextSeq2000	SRR32625311	SAMN47273279	6841805	3309095	0.1181
AY07.0.6	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538727	-110.79787	2020.09.21	2020	7.540533333	67.4	1.36	50_70	mat	Illumina NextSeq2000	SRR32625310	SAMN47273280	11366138	5509322	0.094335
AY07.0.7	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538757	-110.79783	2020.09.21	2020	7.540533333	66.7	1.36	50_70	mat	Illumina NextSeq2000	SRR32625309	SAMN47273281	10495890	5000825	0.113445
AY07.0.8	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538725	-110.79792	2020.09.21	2020	7.5096	66.1	1.35	50_70	mat	Illumina NextSeq2000	SRR32625308	SAMN47273282	2080789	913583	0.113285
AY07.1.1	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538666	-110.79791	2021.08.30	2021	7.45	63.8	1.64	50_70	mat	Illumina NextSeq2000	SRR32625274	SAMN47273393	2323029	1096419	0.12069
AY07.1.2	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538631	-110.79796	2021.08.30	2021	7.46	64.2	1.646	50_70	mat	Illumina NextSeq2000	SRR32625273	SAMN47273394	2751139	1320987	0.11541
AY07.1.3	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538622	-110.7981	2021.08.30	2021	7.5	64	1.649	50_70	mat	Illumina NextSeq2000	SRR32625271	SAMN47273395	5757992	2890798	0.094775
AY07.1.4	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538563	-110.79802	2021.08.30	2021	7.54	64	1.643	50_70	mat	Illumina NextSeq2000	SRR32625270	SAMN47273396	6609767	3022244	0.104445
AY07.1.5	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538556	-110.7981	2021.08.30	2021	7.51	64.4	1.633	50_70	mat	Illumina NextSeq2000	SRR32625269	SAMN47273397	2847748	1397571	0.147865
AY07.1.6	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538755	-110.79785	2021.08.30	2021		57.9		50_70	mat	Illumina NextSeq2000	SRR32625268	SAMN47273398	9853545	5027030	0.09806
AY07.2.1	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538744	-110.79795	2022.08.30	2022	7.35	63.7	1.622	50_70	mat	Illumina NovaSeq X Plus	SRR32675022	SAMN47273787	39862190	28745232	0.11634
AY07.2.2	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538662	-110.79804	2022.08.30	2022	7.38	62.3	1.62	50_70	mat	Illumina NovaSeq X Plus	SRR32675021	SAMN47273788	33463602	23041144	0.105015
AY07.2.3	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538647	-110.79808	2022.08.30	2022	7.31	62.9	1.612	50_70	mat	Illumina NovaSeq X Plus	SRR32675020	SAMN47273789	36842584	25867109	0.13803
AY07.2.4	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538582	-110.79798	2022.08.30	2022	7.33	63.7	1.622	50_70	mat	Illumina NovaSeq X Plus	SRR32675018	SAMN47273790	51297839	37090799	0.142025
AY07.2.5	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538625	-110.7979	2022.08.30	2022	7.34	64.9	1.63	50_70	mat	Illumina NovaSeq X Plus	SRR32675017	SAMN47273791	48556444	34745008	0.08454
AY07.2.6	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538663	-110.79784	2022.08.30	2022	7.35	63.6	1.613	50_70	mat	Illumina NovaSeq X Plus	SRR32675016	SAMN47273792	39911151	27338302	0.07617
AY07.2.7	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538701	-110.79784	2022.08.30	2022	7.39	63.8	1.628	50_70	mat	Illumina NovaSeq X Plus	SRR32675015	SAMN47273793	34394021	25768191	0.157045
AY07.2.8	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538733	-110.79788	2022.08.30	2022	7.39	63.5	1.638	50_70	mat	Illumina NovaSeq X Plus	SRR32675014	SAMN47273794	35640940	24671166	0.10589
AY07.3.1	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538678	-110.79793	2023.08.30	2023	7.77	62.4	1.602	50_70	mat	Illumina NovaSeq X Plus	SRR32674944	SAMN47273921	31492712	21554881	0.12072
AY07.3.2	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538655	-110.79803	2023.08.30	2023	7.69	63.1	1.607	50_70	mat	Illumina NovaSeq X Plus	SRR32674943	SAMN47273922	45422422	32005284	0.108355
AY07.3.3	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538636	-110.79807	2023.08.30	2023	7.69	62.2	1.612	50_70	mat	Illumina NovaSeq X Plus	SRR32674942	SAMN47273923	37162231	25417042	0.13603
AY07.3.4	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.53878	-110.79805	2023.08.30	2023	7.69	61.9	1.621	50_70	mat	Illumina NovaSeq X Plus	SRR32674941	SAMN47273924	44573924	30543157	0.12432
AY07.3.5	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538751	-110.79799	2023.08.30	2023	7.69	62.4	1.613	50_70	mat	Illumina NovaSeq X Plus	SRR32674940	SAMN47273925	38471570	26131240	0.095945
AY07.3.6	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538745	-110.79784	2023.08.30	2023	7.68	62.7	1.62	50_70	mat	Illumina NovaSeq X Plus	SRR32674938	SAMN47273926	29964077	20511319	0.09288
AY07.3.7	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538672	-110.79786	2023.08.30	2023	7.69	63	1.619	50_70	mat	Illumina NovaSeq X Plus	SRR32674937	SAMN47273927	45827263	32143381	0.13479
AY07.3.8	AY07	Mushroom Spring	Yellowstone National Park	YEL	44.538706	-110.79784	2023.08.30	2023	7.67	63.5	1.612	50_70	mat	Illumina NovaSeq X Plus	SRR32674791	SAMN47273928	40502331	26940920	0.09878
AY08.0.3	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534136	-110.79794	2020.09.21	2020	7.932355556	76	1.46	70_80	sediment	Illumina NextSeq2000	SRR32625307	SAMN47273285	3834668	1660427	0.076445
AY08.0.4	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534052	-110.79787	2020.09.21	2020	7.354933333	57.6	1.48	50_70	mat	Illumina NextSeq2000	SRR32625305	SAMN47273286	5349939	2499041	0.085075
AY08.0.5	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534024	-110.79782	2020.09.21	2020	8.324177778	65.3	1.46	50_70	mat	Illumina NextSeq2000	SRR32625304	SAMN47273287	9739897	4611857	0.070545
AY08.0.6	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534064	-110.79781	2020.09.21	2020	8.0664	81.5	1.43	80_100	sediment	Illumina NextSeq2000	SRR32625303	SAMN47273288	1501470	529078	0.08963
AY08.0.8	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534138	-110.79801	2020.09.21	2020	7.994222222	85.1	1.46	80_100	filament	Illumina NextSeq2000	SRR32625302	SAMN47273290	5321018	2206357	0.08676
AY08.1.2	AY08	Octopus Spring	Yellowstone National Park	YEL	44.53406	-110.79799	2021.08.30	2021	7.92	84.9	1.746	80_100	filaments	Illumina NextSeq2000	SRR32625267	SAMN47273400	10903027	5173415	0.120145
AY08.1.3	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534077	-110.79805	2021.08.30	2021		69.8		50_70	mat	Illumina NextSeq2000	SRR32625397	SAMN47273401	2262884	1155654	0.087765
AY08.1.4	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534032	-110.79786	2021.08.30	2021		43.5		30_50	mat	Illumina NextSeq2000	SRR32625396	SAMN47273402	3038877	1534024	0.087185
AY08.1.5	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534037	-110.79779	2021.08.30	2021	8.15	63.5		50_70	mat	Illumina NextSeq2000	SRR32625395	SAMN47273403	8618286	4356823	0.08685
AY08.1.6	AY08	Octopus Spring	Yellowstone National Park	YEL	44.533974	-110.79787	2021.08.30	2021	8.22	58.5		50_70	mat	Illumina NextSeq2000	SRR32625394	SAMN47273404	1561012	790622	0.112
AY08.2.1	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534094	-110.79776	2022.08.30	2022	7.82	92.3	1.756	80_100	sediment	Illumina NovaSeq X Plus	SRR32675013	SAMN47273795	24222689	18864235	0.129725
AY08.2.2	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534087	-110.79798	2022.08.30	2022	8.02	65.1		50_70	mat	Illumina NovaSeq X Plus	SRR32675012	SAMN47273796	28428974	19062372	0.10131
AY08.2.3	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534088	-110.79811	2022.08.30	2022	8.16	65.1	1.782	50_70	mat	Illumina NovaSeq X Plus	SRR32675011	SAMN47273797	36022075	25021734	0.078885
AY08.2.4	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534023	-110.79782	2022.08.30	2022	7.91	81.7	1.744	80_100	crust	Illumina NovaSeq X Plus	SRR32675010	SAMN47273798	28090125	24263172	0.277035
AY08.2.5	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534018	-110.7977	2022.08.30	2022	8.02	69.7		50_70	mat	Illumina NovaSeq X Plus	SRR32675009	SAMN47273799	34137878	22773061	0.077095
AY08.2.6	AY08	Octopus Spring	Yellowstone National Park	YEL	44.533953	-110.79775	2022.08.30	2022	7.51	61.8		50_70	mat	Illumina NovaSeq X Plus	SRR32675007	SAMN47273800	33991014	24006501	0.10192
AY08.2.7	AY08	Octopus Spring	Yellowstone National Park	YEL	44.533938	-110.79781	2022.08.30	2022	7.48	57.4	1.635	50_70	mat	Illumina NovaSeq X Plus	SRR32675006	SAMN47273801	33810921	22966840	0.11781
AY08.3.1	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534094	-110.79788	2023.08.30	2023	7.98	90.8	1.722	80_100	sediment	Illumina NovaSeq X Plus	SRR32674790	SAMN47273929	62570889	48622839	0.138715
AY08.3.2	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534062	-110.79801	2023.08.30	2023	8.36	70	1.73	70_80	mat	Illumina NovaSeq X Plus	SRR32674789	SAMN47273930	29511498	20401553	0.093205
AY08.3.3	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534089	-110.79809	2023.08.30	2023	8.2	70.6		70_80	mat	Illumina NovaSeq X Plus	SRR32674788	SAMN47273931	35775323	25026646	0.07531
AY08.3.4	AY08	Octopus Spring	Yellowstone National Park	YEL	44.53403	-110.79781	2023.08.30	2023	8.19	71.8		70_80	mat	Illumina NovaSeq X Plus	SRR32674787	SAMN47273932	30038924	20330605	0.08112
AY08.3.5	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534017	-110.79785	2023.08.30	2023	8.21	71.5	1.719	70_80	mat	Illumina NovaSeq X Plus	SRR32674786	SAMN47273933	41355503	29925532	0.07546
AY08.3.6	AY08	Octopus Spring	Yellowstone National Park	YEL	44.533982	-110.79791	2023.08.30	2023	8.26	62	1.721	50_70	mat	Illumina NovaSeq X Plus	SRR32674785	SAMN47273934	46031624	32330969	0.111435
AY08.3.7	AY08	Octopus Spring	Yellowstone National Park	YEL	44.534026	-110.79797	2023.08.30	2023	8.24	62.8	1.723	50_70	mat	Illumina NovaSeq X Plus	SRR32674784	SAMN47273935	37298325	24980641	0.092565
AY10.3.1	AY10		Yellowstone National Park	YEL	44.521332	-110.81119	2023.08.28	2023	3.14	88.8	0.3076	80_100	mud	Illumina NovaSeq X Plus	SRR32674782	SAMN47273937	68897372	56789540	0.597195
AY11.0.1	AY11		Yellowstone National Park	YEL	44.52135	-110.81093	2020.09.23	2020	3.220177778	65.5	0.02	50_70	mud	Illumina NextSeq2000	SRR32625301	SAMN47273294	2156634	736429	0.518065
AY11.1.2	AY11		Yellowstone National Park	YEL	44.521429	-110.81086	2021.09.01	2021	3.84	43.3	0.2634	30_50	mud	Illumina NextSeq2000	SRR32625393	SAMN47273409	3537108	1863090	0.447895
AY11.1.3	AY11		Yellowstone National Park	YEL	44.521385	-110.81082	2021.09.01	2021	3.51	51.2	0.3058	50_70	mud	Illumina NextSeq2000	SRR32625391	SAMN47273410	16118505	8050001	0.1711
AY11.1.5	AY11		Yellowstone National Park	YEL	44.521341	-110.81084	2021.09.01	2021	3.36	51.8	0.3284	50_70	mud	Illumina NextSeq2000	SRR32625390	SAMN47273412	1530365	595842	0.107205
AY11.1.6	AY11		Yellowstone National Park	YEL	44.521317	-110.81085	2021.09.01	2021	6.36	33.7		30_50	mat	Illumina NextSeq2000	SRR32625389	SAMN47273413	976039	464241	0.03393
AY11.2.1	AY11		Yellowstone National Park	YEL	44.521356	-110.81085	2022.09.01	2022	2.88	83	0.594	80_100	mud	Illumina NovaSeq X Plus	SRR32675005	SAMN47273804	3626751	3103456	0.35668
AY11.2.2	AY11		Yellowstone National Park	YEL	44.521497	-110.81073	2022.09.01	2022	3.67	47.5	0.276	30_50	mud	Illumina NovaSeq X Plus	SRR32675004	SAMN47273805	44547792	32149228	0.375925
AY11.2.3	AY11		Yellowstone National Park	YEL	44.521439	-110.81065	2022.09.01	2022	3.26	65.1	0.3774	50_70	mud	Illumina NovaSeq X Plus	SRR32675003	SAMN47273806	28170383	20243493	0.41211
AY11.2.5	AY11		Yellowstone National Park	YEL	44.521308	-110.81056	2022.09.01	2022	3.93	65.7	0.255	50_70	mud	Illumina NovaSeq X Plus	SRR32675002	SAMN47273808	26494734	19161470	0.24826
AY11.3.1	AY11		Yellowstone National Park	YEL	44.521314	-110.81092	2023.08.29	2023	3.41	84.4		80_100	mud	Illumina NovaSeq X Plus	SRR32674781	SAMN47273938	34382864	25411075	0.46593
AY11.3.2	AY11		Yellowstone National Park	YEL	44.52146	-110.81093	2023.08.29	2023	4.7	48.5	0.2759	30_50	mud	Illumina NovaSeq X Plus	SRR32674780	SAMN47273939	32722198	22677113	0.3221
AY11.3.3	AY11		Yellowstone National Park	YEL	44.521446	-110.81085	2023.08.29	2023	3.94	79.9	0.1366	70_80	mud	Illumina NovaSeq X Plus	SRR32674779	SAMN47273940	34593759	26798033	0.39571
AY11.3.4	AY11		Yellowstone National Park	YEL	44.521463	-110.8108	2023.08.29	2023	3.61	33.9		30_50	mat	Illumina NovaSeq X Plus	SRR32674778	SAMN47273941	29172548	21234810	0.11491
AY11.3.5	AY11		Yellowstone National Park	YEL	44.521468	-110.81076	2023.08.29	2023	3.65	47.5	0.2976	30_50	mat	Illumina NovaSeq X Plus	SRR32674777	SAMN47273942	34489995	25710867	0.29994
AY12.1.2	AY12		Yellowstone National Park	YEL	44.48191	-110.85077	2021.08.31	2021	7.11	66.2	1.883	50_70	mat	Illumina NextSeq2000	SRR32625388	SAMN47273415	1757811	838699	0.0977
AY12.1.3	AY12		Yellowstone National Park	YEL	44.481921	-110.85064	2021.08.31	2021	7.06	68.9	1.869	50_70	filaments	Illumina NextSeq2000	SRR32625387	SAMN47273416	1803033	915406	0.102405
LB01.3.1	LB01	Buffalo Valley Hot Springs	Buffalo Valley	GBD	40.365773	-117.32642	2023.08.05	2023	6.78	63.9	1.644	50_70	mat	Illumina NovaSeq X Plus	SRR32674776	SAMN47273943	41716460	27954109	0.11444
LB02.3.1	LB02	Buffalo Valley Hot Springs	Buffalo Valley	GBD	40.365718	-117.32644	2023.08.05	2023	7.13	56.3	1.035	50_70	mat_and_filaments	Illumina NovaSeq X Plus	SRR32674775	SAMN47273944	36571294	25208327	0.272255
LB04.3.1	LB04	Buffalo Valley Hot Springs	Buffalo Valley	GBD	40.365868	-117.32687	2023.08.05	2023	7.02	61.8	1.623	50_70	mat	Illumina NovaSeq X Plus	SRR32674774	SAMN47273945	45574691	32336651	0.09597
LB07.3.1	LB07	Buffalo Valley Hot Springs	Buffalo Valley	GBD	40.365647	-117.32719	2023.08.05	2023	6.78	52.7	1.595	50_70	mat	Illumina NovaSeq X Plus	SRR32674773	SAMN47273946	24148261	15958527	0.09446
LC02.3.1	LC02	Smith Creek Valley Group	Smith Creek Valley	GBD	39.312429	-117.55143	2023.08.10	2023	7.94	56.8	0.8284	50_70	mat	Illumina NovaSeq X Plus	SRR32674771	SAMN47273947	27840880	18504665	0.18536
LC04.3.1	LC04	Smith Creek Valley Group	Smith Creek Valley	GBD	39.312363	-117.55135	2023.08.10	2023	8.03	69	0.82	50_70	mat	Illumina NovaSeq X Plus	SRR32674770	SAMN47273948	40314165	28273669	0.20073
LC05.3.1	LC05	Smith Creek Valley Group	Smith Creek Valley	GBD	39.312485	-117.55133	2023.08.10	2023	9.02	55.2		50_70	mat	Illumina NovaSeq X Plus	SRR32674769	SAMN47273949	32792898	22061251	0.080205
LD01.3.1	LD01	Dixie Springs	Dixie Valley, Stillwater range	GBD	39.79743	-118.06911	2023.08.11	2023	8.06	68.8	1.166	50_70	mat	Illumina NovaSeq X Plus	SRR32674768	SAMN47273950	36470817	26732826	0.182575
LD01.3.2	LD01	Dixie Springs	Dixie Valley, Stillwater range	GBD	39.797363	-118.06916	2023.08.11	2023	8.33	65.9	1.101	50_70	mat	Illumina NovaSeq X Plus	SRR32674767	SAMN47273951	41078753	29099693	0.13292
LE01.3.1	LE01	Bartine Hot Springs	Monitor Valley	GBD	39.558683	-116.36021	2023.08.09	2023	6.95	47.8	0.5694	30_50	mat	Illumina NovaSeq X Plus	SRR32674766	SAMN47273954	31437471	22805075	0.192715
LE01.3.2	LE01	Bartine Hot Springs	Monitor Valley	GBD	39.558689	-116.36004	2023.08.09	2023	7.29	44	0.5278	30_50	mat	Illumina NovaSeq X Plus	SRR32674765	SAMN47273955	9804457	6639166	0.056975
LE01.3.3	LE01	Bartine Hot Springs	Monitor Valley	GBD	39.5587	-116.36008	2023.08.09	2023	7.07	47	0.5692	30_50	mat	Illumina NovaSeq X Plus	SRR32674764	SAMN47273956	25798461	17779703	0.169705
LH02.3.1	LH02	Hydra (Hyder) Hot Springs	Dixie Valley	GBD	40.00323	-117.71875	2023.08.11	2023	7.02	54.8	1.758	50_70	mat	Illumina NovaSeq X Plus	SRR32674763	SAMN47273957	33475308	23490298	0.16272
LH02.3.2	LH02	Hydra (Hyder) Hot Springs	Dixie Valley	GBD	40.003216	-117.71881	2023.08.11	2023	7.81	55	1.763	50_70	mat	Illumina NovaSeq X Plus	SRR32674762	SAMN47273958	41891927	30732450	0.1138
LH03.3.1	LH03	Hydra (Hyder) Hot Springs	Dixie Valley	GBD	40.003531	-117.71911	2023.08.11	2023	6.53	63.2	1.781	50_70	mat	Illumina NovaSeq X Plus	SRR32674760	SAMN47273959	33859127	24097187	0.14991
LH03.3.2	LH03	Hydra (Hyder) Hot Springs	Dixie Valley	GBD	40.003526	-117.71916	2023.08.11	2023	6.51	62.2	1.787	50_70	mat	Illumina NovaSeq X Plus	SRR32674840	SAMN47273960	30917753	22589729	0.12147
LH03.3.3	LH03	Hydra (Hyder) Hot Springs	Dixie Valley	GBD	40.003563	-117.71915	2023.08.11	2023	6.95	47.1	1.773	30_50	mat	Illumina NovaSeq X Plus	SRR32674839	SAMN47273961	33813427	23369123	0.094995
LP01.3.1	LP01	Pott's Springs	Monitor Valley	GBD	39.080016	-116.64015	2023.08.09	2023	7.03	41.3	0.5217	30_50	mat	Illumina NovaSeq X Plus	SRR32674838	SAMN47273962	27902129	19597933	0.03778
LP02.3.1	LP02	Pott's Springs	Monitor Valley	GBD	39.08004	-116.64027	2023.08.09	2023	7.03	45	0.5266	30_50	mat	Illumina NovaSeq X Plus	SRR32674837	SAMN47273963	26581305	18961782	0.076765
LP03.3.1	LP03	Pott's Springs	Monitor Valley	GBD	39.080079	-116.6404	2023.08.09	2023	6.93	43.3	0.5212	30_50	mat	Illumina NovaSeq X Plus	SRR32674836	SAMN47273964	29082054	21036860	0.058535
LP03.3.2	LP03	Pott's Springs	Monitor Valley	GBD	39.080105	-116.64048	2023.08.09	2023	6.95	42	0.5221	30_50	mat	Illumina NovaSeq X Plus	SRR32674835	SAMN47273965	24285025	16862556	0.10367
LR01.3.1	LR01	Abel Spring	Railroad Valley	GBD	38.365124	-115.86794	2023.08.08	2023	6.63	45.1	1.017	30_50	mat	Illumina NovaSeq X Plus	SRR32674834	SAMN47273966	27608096	20066259	0.205595
LR01.3.2	LR01	Abel Spring	Railroad Valley	GBD	38.365161	-115.86788	2023.08.08	2023	7.72	43.6	1.06	30_50	mat	Illumina NovaSeq X Plus	SRR32674833	SAMN47273967	29288709	20689194	0.129405
LR01.3.3	LR01	Abel Spring	Railroad Valley	GBD	38.365071	-115.86774	2023.08.08	2023	7.03	42.7		30_50	mat	Illumina NovaSeq X Plus	SRR32674832	SAMN47273968	20963612	14506248	0.119945
LS01.3.1	LS01	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	ALK	41.615495	-120.10378	2023.09.22	2023	6.8	82.8	1.839	80_100	filaments	Illumina NovaSeq X Plus	SRR32674830	SAMN47273969	32419483	22029203	0.15638
LS01.3.2	LS01	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	ALK	41.615504	-120.10383	2023.09.22	2023	6.8	81.7	1.846	80_100	filaments	Illumina NovaSeq X Plus	SRR32674829	SAMN47273970	34884352	22832637	0.108495
LS01.3.3	LS01	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	ALK	41.615524	-120.10389	2023.09.22	2023	6.79	73.1		70_80	mat	Illumina NovaSeq X Plus	SRR32674828	SAMN47273971	34924342	23444332	0.095075
LS02.3.1	LS02	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	ALK	41.615517	-120.1037	2023.09.22	2023	6.8	85	1.781	80_100	mat	Illumina NovaSeq X Plus	SRR32674827	SAMN47273972	27725269	18814481	0.083185
LS02.3.2	LS02	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	ALK	41.615518	-120.10375	2023.09.22	2023	6.8	82.3	1.841	80_100	filaments	Illumina NovaSeq X Plus	SRR32674826	SAMN47273973	30685943	21283264	0.14455
LS02.3.3	LS02	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	ALK	41.615538	-120.1038	2023.09.22	2023	6.79	80.5		80_100	mat	Illumina NovaSeq X Plus	SRR32674825	SAMN47273974	31106842	21981602	0.08314
LT01.3.1	LT01	Travertine Hot Springs	Bridgeport	SIE	38.246531	-119.20461	2023.09.20	2023	6.77	43.5	4.79	30_50	mat	Illumina NovaSeq X Plus	SRR32674824	SAMN47273975	33526256	23815722	0.0817
LT01.3.2	LT01	Travertine Hot Springs	Bridgeport	SIE	38.246586	-119.20452	2023.09.20	2023	6.77	42.7	4.78	30_50	mat_and_filaments	Illumina NovaSeq X Plus	SRR32674823	SAMN47273976	26734726	20746328	0.77896
LT01.3.3	LT01	Travertine Hot Springs	Bridgeport	SIE	38.246612	-119.20465	2023.09.20	2023	6.77	40.9	4.77	30_50	mat_and_filaments	Illumina NovaSeq X Plus	SRR32674822	SAMN47273977	36482000	27588723	0.714175
LT12.3.1	LT12	Travertine Hot Springs	Bridgeport	SIE	38.245867	-119.20533	2023.09.20	2023	6.77	44.2	4.72	30_50	mat	Illumina NovaSeq X Plus	SRR32674821	SAMN47273978	34206819	24455147	0.230485
LT12.3.2	LT12	Travertine Hot Springs	Bridgeport	SIE	38.245863	-119.20538	2023.09.20	2023	6.77	44.5	4.75	30_50	mat	Illumina NovaSeq X Plus	SRR32674819	SAMN47273979	42637340	32504364	0.07505
LT12.3.3	LT12	Travertine Hot Springs	Bridgeport	SIE	38.245881	-119.20524	2023.09.20	2023	6.77	43.1	4.74	30_50	mat	Illumina NovaSeq X Plus	SRR32674818	SAMN47273980	40806062	29605658	0.123445
LT16.3.1	LT16	Travertine Hot Springs	Bridgeport	SIE	38.24618	-119.20386	2023.09.21	2023	6.76	35.25		30_50	mat	Illumina NovaSeq X Plus	SRR32674817	SAMN47273981	30297694	21734357	0.297675
LT16.3.2	LT16	Travertine Hot Springs	Bridgeport	SIE	38.246153	-119.20393	2023.09.21	2023	6.77	43.6	4.9	30_50	mat	Illumina NovaSeq X Plus	SRR32674816	SAMN47273982	33684848	24348057	0.136175
LT16.3.3	LT16	Travertine Hot Springs	Bridgeport	SIE	38.246084	-119.20393	2023.09.21	2023	6.77	41.9	4.96	30_50	mat	Illumina NovaSeq X Plus	SRR32674815	SAMN47273983	28566117	20043066	0.166465
LT16.3.4	LT16	Travertine Hot Springs	Bridgeport	SIE	38.246032	-119.20398	2023.09.21	2023	6.76	34	4.9	30_50	mat	Illumina NovaSeq X Plus	SRR32674814	SAMN47273984	32213048	22260053	0.1527
LU02.3.1	LU02	Hot Sulphur Springs	Carlin	GBD	40.766393	-116.04243	2023.08.07	2023	6.8	67.2	1.228	50_70	mat	Illumina NovaSeq X Plus	SRR32674813	SAMN47273985	29925077	20824992	0.108345
LU02.3.2	LU02	Hot Sulphur Springs	Carlin	GBD	40.76634	-116.04253	2023.08.07	2023	7.84	50.8	1.104	50_70	mat	Illumina NovaSeq X Plus	SRR32674812	SAMN47273986	27395544	18981663	0.137105
LU04.3.1	LU04	Hot Sulphur Springs	Carlin	GBD	40.766175	-116.04241	2023.08.07	2023	6.82	65	1.236	50_70	filaments	Illumina NovaSeq X Plus	SRR32674811	SAMN47273987	46042556	32078313	0.161115
LU04.3.2	LU04	Hot Sulphur Springs	Carlin	GBD	40.766144	-116.04244	2023.08.07	2023	7.03	50.9		50_70	mat	Illumina NovaSeq X Plus	SRR32674810	SAMN47273988	29321181	21245418	0.14581
LU04.3.3	LU04	Hot Sulphur Springs	Carlin	GBD	40.766161	-116.04249	2023.08.07	2023	7.02	61.4	1.13	50_70	mat	Illumina NovaSeq X Plus	SRR32674903	SAMN47273989	23980947	17351462	0.12084
LV02.3.1	LV02	Shepherd hot spring	Long Valley	SIE	37.66679	-118.80321	2023.09.19	2023	6.77	48.3	2.12	30_50	mat	Illumina NovaSeq X Plus	SRR32674902	SAMN47273990	37785543	26921976	0.13533
